# Global Ionospheric Radio Observatory
# GIRO Tabulated Ionospheric Characteristics, Version 1.0 Revision B
# Generated by DIDBGetValues on 2023-09-19T19:14:50.499Z
#
# Location: GEO 62.38N 215.0E, URSI-Code GA762 GAKONA
# Instrument: Ionosonde, Model: DPS-4D
#
# Query for measurement intervals of time:
# 2018-07-02T21:00:00.000Z - 2019-07-02T03:00:00.000Z
#
# Data Selection:
# CS is Autoscaling Confidence Score (from 0 to 100, 999 if manual scaling, -1 if unknown)
# foE [MHz] - E layer critical frequency
#
# All GIRO measurements are released under CC-BY-NC-SA 4.0 license
# Please follow the Lowell GIRO Data Center RULES OF THE ROAD
# https://ulcar.uml.edu/DIDBase/RulesOfTheRoadForDIDBase.htm
# Requires acknowledgement of GA762 data provider
#
#Time                     CS   foE QD
2018-09-11T04:45:10.000Z  75  0.63 //
2018-09-11T05:30:10.000Z  75  0.70 //
2018-09-11T14:00:10.000Z  75  0.70 //
2018-09-11T14:22:40.000Z  75  0.61 //
2018-09-11T14:30:10.000Z  75  0.63 //
2018-09-11T15:00:10.000Z  75  1.00 //
2018-09-11T15:07:40.000Z  75  1.13 //
2018-09-11T16:15:10.000Z  75  1.58 //
2018-09-11T16:37:40.000Z  75  2.01 //
2018-09-11T16:52:40.000Z  50  1.98 //
2018-09-11T17:00:10.000Z  75  2.08 //
2018-09-11T17:15:10.000Z  75  2.08 //
2018-09-11T17:22:40.000Z  75  2.08 //
2018-09-11T17:30:10.000Z  75  2.08 //
2018-09-11T19:00:10.000Z  50  1.48 //
2018-09-11T19:45:10.000Z  75  1.13 //
2018-09-11T22:07:40.000Z  45  1.48 //
2018-09-12T01:22:40.000Z  75  1.25 //
2018-09-12T01:45:10.000Z  70  2.01 //
2018-09-12T02:52:40.000Z  95  1.61 //
2018-09-12T03:07:40.000Z  50  1.53 //
2018-09-12T03:22:40.000Z  90  1.78 //
2018-09-12T04:00:10.000Z  80  1.23 //
2018-09-12T15:22:40.000Z  70  0.70 //
2018-09-12T15:45:10.000Z  75  1.48 //
2018-09-12T16:45:10.000Z  75  1.50 //
2018-09-12T18:22:40.000Z  75  2.15 //
2018-09-12T19:22:40.000Z  75  2.51 //
2018-09-12T22:37:40.000Z   0  2.26 //
2018-09-12T22:45:10.000Z  45  2.15 //
2018-09-12T23:37:40.000Z  75  2.31 //
2018-09-13T00:00:10.000Z  75  2.15 //
2018-09-13T04:37:40.000Z  40  0.65 //
2018-09-13T04:45:10.000Z  75  0.95 //
2018-09-13T20:37:40.000Z  75  2.51 //
2018-09-13T21:00:10.000Z  75  2.51 //
2018-09-13T22:37:40.000Z  75  2.51 //
2018-09-13T22:45:10.000Z  75  2.18 //
2018-09-13T23:00:10.000Z  50  2.28 //
2018-09-14T02:22:40.000Z  80  1.50 //
2018-09-14T02:30:10.000Z  75  2.06 //
2018-09-14T03:52:40.000Z  75  1.23 //
2018-09-14T04:00:10.000Z  75  0.70 //
2018-09-14T04:22:40.000Z  75  0.70 //
2018-09-14T04:45:10.000Z  45  0.65 //
2018-09-14T14:30:10.000Z  75  0.61 //
2018-09-14T16:15:10.000Z  75  0.98 //
2018-09-14T17:45:10.000Z  75  2.26 //
2018-09-14T17:52:40.000Z  75  2.28 //
2018-09-14T18:00:10.000Z  75  2.18 //
2018-09-14T18:37:40.000Z  75  2.51 //
2018-09-14T18:52:40.000Z  75  2.26 //
2018-09-14T19:30:10.000Z  75  2.51 //
2018-09-14T19:52:40.000Z  75  2.51 //
2018-09-14T20:00:10.000Z  75  2.51 //
2018-09-14T20:15:10.000Z  50  2.51 //
2018-09-14T20:22:40.000Z  75  2.51 //
2018-09-14T20:52:40.000Z  95  2.51 //
2018-09-14T21:00:10.000Z  65  2.51 //
2018-09-14T21:07:40.000Z  70  2.51 //
2018-09-14T21:15:10.000Z  65  2.51 //
2018-09-14T21:30:10.000Z  45  2.51 //
2018-09-14T23:45:10.000Z  75  2.51 //
2018-09-15T00:45:10.000Z  75  2.51 //
2018-09-15T01:07:40.000Z  70  2.08 //
2018-09-15T01:22:40.000Z  65  2.18 //
2018-09-15T03:07:40.000Z  75  1.08 //
2018-09-15T03:52:40.000Z  75  1.23 //
2018-09-15T04:30:10.000Z  75  0.68 //
2018-09-15T14:37:40.000Z  75  0.63 //
2018-09-15T15:15:10.000Z  45  0.90 //
2018-09-15T16:15:10.000Z  75  1.80 //
2018-09-15T16:22:40.000Z  75  1.78 //
2018-09-15T17:30:10.000Z  95  2.18 //
2018-09-15T17:37:40.000Z  75  1.80 //
2018-09-15T17:45:10.000Z  45  2.01 //
2018-09-15T17:52:40.000Z  95  2.28 //
2018-09-15T18:00:10.000Z  90  1.88 //
2018-09-15T18:07:40.000Z  75  2.51 //
2018-09-15T18:15:10.000Z  70  2.51 //
2018-09-15T18:22:40.000Z  60  2.51 //
2018-09-15T18:30:10.000Z  85  2.11 //
2018-09-15T18:37:40.000Z  40  2.18 //
2018-09-15T18:45:10.000Z  95  2.51 //
2018-09-15T18:52:40.000Z  75  2.51 //
2018-09-15T19:00:10.000Z  85  2.51 //
2018-09-15T19:07:40.000Z  60  2.51 //
2018-09-15T19:15:10.000Z  70  2.51 //
2018-09-15T21:00:10.000Z  70  2.51 //
2018-09-15T21:15:10.000Z  45  2.51 //
2018-09-16T01:45:10.000Z  45  2.03 //
2018-09-16T03:07:40.000Z  75  1.23 //
2018-09-16T04:07:40.000Z  90  1.21 //
2018-09-16T04:30:10.000Z  50  0.63 //
2018-09-16T04:37:40.000Z  60  0.70 //
2018-09-16T15:30:10.000Z  65  1.23 //
2018-09-16T15:45:10.000Z  70  1.48 //
2018-09-16T15:52:40.000Z  80  1.43 //
2018-09-16T16:00:10.000Z  60  1.58 //
2018-09-16T16:22:40.000Z  90  1.80 //
2018-09-16T16:30:10.000Z  70  1.78 //
2018-09-16T16:45:10.000Z  70  1.86 //
2018-09-16T16:52:40.000Z  80  1.68 //
2018-09-16T17:00:10.000Z  90  1.98 //
2018-09-16T17:07:40.000Z  90  2.03 //
2018-09-16T17:15:10.000Z  90  2.01 //
2018-09-16T17:22:40.000Z  80  2.06 //
2018-09-16T17:30:10.000Z  70  2.11 //
2018-09-16T17:37:40.000Z  90  2.11 //
2018-09-16T17:45:10.000Z  45  2.08 //
2018-09-16T17:52:40.000Z  70  2.15 //
2018-09-16T18:00:10.000Z  45  2.11 //
2018-09-16T18:07:40.000Z  80  2.13 //
2018-09-16T18:15:10.000Z  65  2.26 //
2018-09-16T18:22:40.000Z  95  2.26 //
2018-09-16T18:30:10.000Z  60  2.11 //
2018-09-16T18:37:40.000Z  65  2.13 //
2018-09-16T18:45:10.000Z  75  2.51 //
2018-09-16T19:00:10.000Z  90  2.15 //
2018-09-16T19:07:40.000Z  25  2.18 //
2018-09-16T19:15:10.000Z  90  2.18 //
2018-09-16T19:22:40.000Z  70  2.23 //
2018-09-16T19:30:10.000Z  70  2.51 //
2018-09-16T19:37:40.000Z  90  2.51 //
2018-09-16T19:45:10.000Z  45  2.20 //
2018-09-16T19:52:40.000Z  95  2.28 //
2018-09-16T20:00:10.000Z  80  2.08 //
2018-09-16T20:07:40.000Z  45  2.51 //
2018-09-16T20:15:10.000Z  90  2.11 //
2018-09-16T20:22:40.000Z  75  2.51 //
2018-09-16T22:07:40.000Z  65  2.51 //
2018-09-16T22:15:10.000Z  45  2.51 //
2018-09-16T22:45:10.000Z  65  2.51 //
2018-09-16T23:07:40.000Z  45  2.51 //
2018-09-16T23:15:10.000Z  70  2.51 //
2018-09-16T23:30:10.000Z  70  2.18 //
2018-09-16T23:37:40.000Z  50  2.51 //
2018-09-16T23:45:10.000Z  95  2.38 //
2018-09-16T23:52:40.000Z  45  2.28 //
2018-09-17T00:00:10.000Z  95  2.51 //
2018-09-17T00:15:10.000Z  95  2.51 //
2018-09-17T00:37:40.000Z  45  2.26 //
2018-09-17T00:45:10.000Z  95  2.18 //
2018-09-17T00:52:40.000Z  95  2.11 //
2018-09-17T01:00:10.000Z  90  2.18 //
2018-09-17T01:07:40.000Z  85  2.06 //
2018-09-17T01:15:10.000Z  70  2.11 //
2018-09-17T01:22:40.000Z  90  2.06 //
2018-09-17T01:30:10.000Z  70  2.03 //
2018-09-17T01:37:40.000Z  90  2.15 //
2018-09-17T01:45:10.000Z  80  2.01 //
2018-09-17T01:52:40.000Z  80  2.06 //
2018-09-17T02:00:10.000Z  80  2.01 //
2018-09-17T02:07:40.000Z  70  2.01 //
2018-09-17T02:15:10.000Z  70  1.83 //
2018-09-17T02:22:40.000Z  70  1.90 //
2018-09-17T02:30:10.000Z  60  2.01 //
2018-09-17T02:37:40.000Z  80  1.78 //
2018-09-17T02:45:10.000Z  80  1.53 //
2018-09-17T02:52:40.000Z  90  1.58 //
2018-09-17T03:00:10.000Z  70  1.58 //
2018-09-17T03:07:40.000Z  70  1.58 //
2018-09-17T03:15:10.000Z  70  1.50 //
2018-09-17T04:37:40.000Z  70  0.68 //
2018-09-17T14:45:10.000Z  65  1.03 //
2018-09-17T14:52:40.000Z  60  1.13 //
2018-09-17T15:00:10.000Z  75  1.15 //
2018-09-17T15:22:40.000Z  80  1.23 //
2018-09-17T15:30:10.000Z  80  1.30 //
2018-09-17T15:45:10.000Z  80  1.50 //
2018-09-17T15:52:40.000Z  80  1.50 //
2018-09-17T16:00:10.000Z  70  1.53 //
2018-09-17T16:07:40.000Z  70  1.61 //
2018-09-17T16:15:10.000Z  80  1.68 //
2018-09-17T16:22:40.000Z  60  1.58 //
2018-09-17T16:30:10.000Z  80  1.80 //
2018-09-17T16:45:10.000Z  60  2.01 //
2018-09-17T16:52:40.000Z  80  1.83 //
2018-09-17T17:00:10.000Z  45  1.88 //
2018-09-17T17:07:40.000Z  90  1.86 //
2018-09-17T17:15:10.000Z  60  1.80 //
2018-09-17T17:22:40.000Z  95  2.15 //
2018-09-17T17:30:10.000Z  25  1.96 //
2018-09-17T17:37:40.000Z  95  1.98 //
2018-09-17T17:45:10.000Z  50  2.18 //
2018-09-17T17:52:40.000Z  75  2.01 //
2018-09-17T18:00:10.000Z  65  2.18 //
2018-09-17T18:07:40.000Z  70  2.26 //
2018-09-17T18:15:10.000Z  75  2.51 //
2018-09-17T18:22:40.000Z  75  2.51 //
2018-09-17T18:30:10.000Z  75  2.51 //
2018-09-17T19:07:40.000Z  60  2.51 //
2018-09-17T22:52:40.000Z  45  2.20 //
2018-09-17T23:00:10.000Z  65  2.51 //
2018-09-17T23:07:40.000Z  65  2.51 //
2018-09-17T23:15:10.000Z  80  2.51 //
2018-09-17T23:22:40.000Z  65  2.51 //
2018-09-18T00:22:40.000Z  80  2.23 //
2018-09-18T01:15:10.000Z  75  1.25 //
2018-09-18T03:30:10.000Z  50  1.08 //
2018-09-18T15:22:40.000Z  65  1.18 //
2018-09-18T15:30:10.000Z  25  1.23 //
2018-09-18T15:37:40.000Z  75  1.50 //
2018-09-18T15:45:10.000Z  75  1.50 //
2018-09-18T15:52:40.000Z  90  1.61 //
2018-09-18T16:00:10.000Z  45  1.53 //
2018-09-18T16:22:40.000Z  70  1.71 //
2018-09-18T17:15:10.000Z  80  1.88 //
2018-09-18T17:22:40.000Z  45  1.83 //
2018-09-18T17:30:10.000Z  90  1.90 //
2018-09-18T17:45:10.000Z  65  2.08 //
2018-09-18T17:52:40.000Z  65  2.08 //
2018-09-18T18:00:10.000Z  65  2.11 //
2018-09-18T18:07:40.000Z  75  2.08 //
2018-09-18T18:15:10.000Z 100  2.11 //
2018-09-18T18:22:40.000Z 100  2.11 //
2018-09-18T18:30:10.000Z  95  2.06 //
2018-09-18T18:37:40.000Z  90  2.15 //
2018-09-18T18:45:10.000Z  65  2.51 //
2018-09-18T18:52:40.000Z  50  2.20 //
2018-09-18T19:00:10.000Z  50  2.26 //
2018-09-18T19:07:40.000Z  90  2.18 //
2018-09-18T19:15:10.000Z  90  2.18 //
2018-09-18T19:22:40.000Z  45  2.26 //
2018-09-18T19:30:10.000Z  75  2.51 //
2018-09-18T19:45:10.000Z  50  2.18 //
2018-09-18T20:07:40.000Z  75  2.51 //
2018-09-18T20:22:40.000Z  50  2.51 //
2018-09-18T20:30:10.000Z  75  2.51 //
2018-09-18T20:37:40.000Z  90  2.51 //
2018-09-18T20:45:10.000Z  65  2.51 //
2018-09-18T20:52:40.000Z  50  2.51 //
2018-09-18T21:00:10.000Z  70  2.51 //
2018-09-18T21:07:40.000Z  75  2.68 //
2018-09-18T21:15:10.000Z  65  2.51 //
2018-09-18T21:22:40.000Z  65  2.51 //
2018-09-18T21:30:10.000Z  60  2.51 //
2018-09-18T21:37:40.000Z  75  2.51 //
2018-09-18T21:45:10.000Z  75  2.51 //
2018-09-18T21:52:40.000Z  90  2.51 //
2018-09-18T22:00:10.000Z  90  2.23 //
2018-09-18T22:07:40.000Z  70  2.28 //
2018-09-18T22:15:10.000Z  65  2.31 //
2018-09-18T22:22:40.000Z  65  2.18 //
2018-09-18T22:30:10.000Z  75  2.51 //
2018-09-18T22:45:10.000Z  45  2.51 //
2018-09-18T22:52:40.000Z  50  2.51 //
2018-09-18T23:07:40.000Z  90  2.33 //
2018-09-18T23:15:10.000Z  45  2.31 //
2018-09-18T23:22:40.000Z  65  2.51 //
2018-09-18T23:30:10.000Z  50  2.18 //
2018-09-18T23:37:40.000Z  90  2.23 //
2018-09-18T23:45:10.000Z  60  2.51 //
2018-09-18T23:52:40.000Z  95  2.51 //
2018-09-19T00:00:10.000Z 100  2.51 //
2018-09-19T00:07:40.000Z  70  2.18 //
2018-09-19T00:15:10.000Z  95  2.51 //
2018-09-19T00:22:40.000Z  50  2.51 //
2018-09-19T00:30:10.000Z  60  2.23 //
2018-09-19T00:37:40.000Z  90  2.26 //
2018-09-19T00:45:10.000Z  50  2.18 //
2018-09-19T00:52:40.000Z  65  2.20 //
2018-09-19T01:00:10.000Z  95  2.15 //
2018-09-19T01:07:40.000Z  80  2.13 //
2018-09-19T01:15:10.000Z  90  2.11 //
2018-09-19T01:22:40.000Z  90  2.08 //
2018-09-19T01:30:10.000Z  90  2.03 //
2018-09-19T01:37:40.000Z  90  2.06 //
2018-09-19T01:45:10.000Z  90  2.01 //
2018-09-19T01:52:40.000Z  90  1.98 //
2018-09-19T02:00:10.000Z  60  1.93 //
2018-09-19T02:07:40.000Z  80  1.88 //
2018-09-19T02:15:10.000Z  80  1.80 //
2018-09-19T02:22:40.000Z  90  1.78 //
2018-09-19T02:30:10.000Z  65  1.73 //
2018-09-19T02:37:40.000Z  80  1.73 //
2018-09-19T02:45:10.000Z  90  1.65 //
2018-09-19T03:00:10.000Z  75  1.30 //
2018-09-19T03:07:40.000Z  90  1.23 //
2018-09-19T04:22:40.000Z  45  0.61 //
2018-09-19T15:07:40.000Z  75  1.21 //
2018-09-19T15:37:40.000Z  80  1.50 //
2018-09-19T15:45:10.000Z  70  1.33 //
2018-09-19T15:52:40.000Z  80  1.23 //
2018-09-19T16:00:10.000Z  60  1.38 //
2018-09-19T16:15:10.000Z  40  1.48 //
2018-09-19T16:30:10.000Z  60  1.50 //
2018-09-19T16:37:40.000Z  80  1.80 //
2018-09-19T16:45:10.000Z  80  1.61 //
2018-09-19T16:52:40.000Z  60  1.71 //
2018-09-19T17:00:10.000Z  60  1.65 //
2018-09-19T17:15:10.000Z  80  1.93 //
2018-09-19T17:22:40.000Z  60  2.01 //
2018-09-19T17:30:10.000Z  70  2.11 //
2018-09-19T17:37:40.000Z  80  2.11 //
2018-09-19T17:45:10.000Z   0  2.15 //
2018-09-19T17:52:40.000Z  90  2.13 //
2018-09-19T18:00:10.000Z  80  2.06 //
2018-09-19T18:07:40.000Z  40  2.13 //
2018-09-19T18:15:10.000Z  90  2.06 //
2018-09-19T18:22:40.000Z  90  2.51 //
2018-09-19T18:30:10.000Z  65  2.51 //
2018-09-19T18:37:40.000Z  90  2.11 //
2018-09-19T18:45:10.000Z  60  2.33 //
2018-09-19T18:52:40.000Z  80  2.51 //
2018-09-19T19:00:10.000Z  40  2.33 //
2018-09-19T19:07:40.000Z  95  2.51 //
2018-09-19T19:15:10.000Z  90  2.23 //
2018-09-19T19:22:40.000Z  80  2.01 //
2018-09-19T19:30:10.000Z  90  2.01 //
2018-09-19T19:37:40.000Z  90  2.18 //
2018-09-19T19:45:10.000Z  90  2.51 //
2018-09-19T19:52:40.000Z  90  2.51 //
2018-09-19T20:00:10.000Z  90  2.51 //
2018-09-19T20:15:10.000Z  90  2.51 //
2018-09-19T20:22:40.000Z  45  2.18 //
2018-09-19T20:30:10.000Z  80  2.51 //
2018-09-19T20:37:40.000Z  80  2.51 //
2018-09-19T20:45:10.000Z  70  2.11 //
2018-09-19T20:52:40.000Z  90  2.51 //
2018-09-19T21:00:10.000Z  75  2.51 //
2018-09-19T21:07:40.000Z  90  2.51 //
2018-09-19T21:15:10.000Z  95  2.51 //
2018-09-19T21:22:40.000Z  75  2.65 //
2018-09-19T21:30:10.000Z  80  2.76 //
2018-09-19T21:37:40.000Z  90  2.76 //
2018-09-19T22:00:10.000Z  65  2.51 //
2018-09-19T22:07:40.000Z  40  2.51 //
2018-09-19T22:22:40.000Z  95  2.51 //
2018-09-19T22:45:10.000Z  90  2.51 //
2018-09-19T23:07:40.000Z  90  2.31 //
2018-09-19T23:15:10.000Z  75  2.51 //
2018-09-19T23:22:40.000Z  60  2.28 //
2018-09-19T23:30:10.000Z  90  2.38 //
2018-09-19T23:37:40.000Z  90  2.51 //
2018-09-19T23:45:10.000Z  90  2.23 //
2018-09-19T23:52:40.000Z  90  2.51 //
2018-09-20T00:00:10.000Z  70  2.31 //
2018-09-20T00:07:40.000Z  90  2.20 //
2018-09-20T00:15:10.000Z  90  2.26 //
2018-09-20T00:22:40.000Z  90  2.20 //
2018-09-20T00:30:10.000Z  90  2.20 //
2018-09-20T00:45:10.000Z  90  2.18 //
2018-09-20T00:52:40.000Z  90  2.15 //
2018-09-20T01:00:10.000Z  70  2.08 //
2018-09-20T01:07:40.000Z  70  2.03 //
2018-09-20T01:15:10.000Z  80  2.11 //
2018-09-20T01:22:40.000Z  80  1.78 //
2018-09-20T01:37:40.000Z  80  1.71 //
2018-09-20T01:45:10.000Z  80  2.06 //
2018-09-20T01:52:40.000Z  70  1.58 //
2018-09-20T02:00:10.000Z  20  1.98 //
2018-09-20T02:07:40.000Z  80  1.58 //
2018-09-20T02:15:10.000Z  80  1.53 //
2018-09-20T02:22:40.000Z  70  1.50 //
2018-09-20T02:37:40.000Z  70  1.75 //
2018-09-20T02:45:10.000Z  70  1.40 //
2018-09-20T02:52:40.000Z  80  1.33 //
2018-09-20T03:00:10.000Z  90  1.53 //
2018-09-20T03:07:40.000Z  80  1.23 //
2018-09-20T03:15:10.000Z  80  1.30 //
2018-09-20T03:30:10.000Z  80  1.21 //
2018-09-20T03:37:40.000Z  60  1.15 //
2018-09-20T04:00:10.000Z  70  0.75 //
2018-09-20T04:07:40.000Z  60  0.70 //
2018-09-20T04:15:10.000Z  40  0.65 //
2018-09-20T15:15:10.000Z  60  1.23 //
2018-09-20T15:30:10.000Z  90  1.33 //
2018-09-20T15:37:40.000Z  90  1.33 //
2018-09-20T15:45:10.000Z  70  1.50 //
2018-09-20T15:52:40.000Z  75  1.61 //
2018-09-20T16:00:10.000Z  75  1.61 //
2018-09-20T16:07:40.000Z  45  1.71 //
2018-09-20T16:15:10.000Z  70  1.78 //
2018-09-20T16:22:40.000Z  90  1.68 //
2018-09-20T16:30:10.000Z  65  1.88 //
2018-09-20T16:37:40.000Z  40  1.96 //
2018-09-20T16:45:10.000Z  90  2.01 //
2018-09-20T16:52:40.000Z  80  2.06 //
2018-09-20T17:00:10.000Z  60  2.06 //
2018-09-20T17:07:40.000Z  70  2.15 //
2018-09-20T17:15:10.000Z  60  2.13 //
2018-09-20T17:22:40.000Z  70  2.15 //
2018-09-20T17:30:10.000Z  40  2.01 //
2018-09-20T17:37:40.000Z  20  2.23 //
2018-09-20T17:45:10.000Z  45  2.18 //
2018-09-20T17:52:40.000Z  90  2.28 //
2018-09-20T18:00:10.000Z  80  2.08 //
2018-09-20T18:07:40.000Z  90  2.20 //
2018-09-20T18:15:10.000Z  70  2.48 //
2018-09-20T18:22:40.000Z  45  2.51 //
2018-09-20T18:30:10.000Z  90  2.20 //
2018-09-20T18:37:40.000Z  40  1.98 //
2018-09-20T18:45:10.000Z  95  2.36 //
2018-09-20T18:52:40.000Z  90  2.51 //
2018-09-20T19:00:10.000Z  70  2.51 //
2018-09-20T19:07:40.000Z  70  2.51 //
2018-09-20T19:15:10.000Z  90  2.51 //
2018-09-20T19:22:40.000Z  80  2.51 //
2018-09-20T19:30:10.000Z  80  2.18 //
2018-09-20T19:37:40.000Z  90  2.51 //
2018-09-20T19:45:10.000Z  20  2.51 //
2018-09-20T19:52:40.000Z  60  2.51 //
2018-09-20T20:00:10.000Z  80  2.51 //
2018-09-20T20:07:40.000Z  80  2.51 //
2018-09-20T20:22:40.000Z  65  2.51 //
2018-09-20T20:30:10.000Z  80  2.51 //
2018-09-20T20:52:40.000Z  65  2.51 //
2018-09-20T21:15:10.000Z  70  2.51 //
2018-09-20T21:22:40.000Z  40  2.51 //
2018-09-20T21:30:10.000Z  90  2.51 //
2018-09-20T21:37:40.000Z  75  2.51 //
2018-09-20T21:45:10.000Z  90  2.51 //
2018-09-20T21:52:40.000Z  90  2.51 //
2018-09-20T22:00:10.000Z  45  2.51 //
2018-09-20T22:07:40.000Z  40  2.51 //
2018-09-20T22:15:10.000Z  60  2.36 //
2018-09-20T22:22:40.000Z  70  2.51 //
2018-09-20T22:30:10.000Z  80  2.33 //
2018-09-20T22:37:40.000Z  90  2.51 //
2018-09-20T22:45:10.000Z  95  2.51 //
2018-09-20T22:52:40.000Z  70  2.51 //
2018-09-20T23:00:10.000Z  90  2.51 //
2018-09-20T23:07:40.000Z  90  2.51 //
2018-09-20T23:15:10.000Z  70  2.51 //
2018-09-20T23:22:40.000Z  80  2.51 //
2018-09-20T23:30:10.000Z  80  2.51 //
2018-09-20T23:37:40.000Z  50  2.51 //
2018-09-20T23:45:10.000Z  90  2.51 //
2018-09-20T23:52:40.000Z  80  2.20 //
2018-09-21T00:00:10.000Z  80  2.20 //
2018-09-21T00:07:40.000Z  80  2.51 //
2018-09-21T00:15:10.000Z  60  2.38 //
2018-09-21T00:22:40.000Z  80  2.51 //
2018-09-21T00:30:10.000Z  70  2.31 //
2018-09-21T00:37:40.000Z  70  2.28 //
2018-09-21T00:45:10.000Z  80  2.20 //
2018-09-21T00:52:40.000Z  80  2.13 //
2018-09-21T01:00:10.000Z  20  2.08 //
2018-09-21T01:07:40.000Z  90  2.20 //
2018-09-21T01:15:10.000Z  80  2.18 //
2018-09-21T01:22:40.000Z  80  2.15 //
2018-09-21T01:30:10.000Z  90  2.11 //
2018-09-21T01:37:40.000Z  80  2.08 //
2018-09-21T01:45:10.000Z  80  2.06 //
2018-09-21T01:52:40.000Z  80  1.98 //
2018-09-21T02:00:10.000Z  80  1.88 //
2018-09-21T02:07:40.000Z  80  1.83 //
2018-09-21T02:15:10.000Z  80  1.73 //
2018-09-21T02:22:40.000Z  80  1.86 //
2018-09-21T02:30:10.000Z  80  1.83 //
2018-09-21T02:37:40.000Z  40  1.93 //
2018-09-21T02:45:10.000Z  70  1.73 //
2018-09-21T02:52:40.000Z  80  1.71 //
2018-09-21T03:00:10.000Z  40  1.71 //
2018-09-21T03:07:40.000Z  70  1.58 //
2018-09-21T03:15:10.000Z  70  1.38 //
2018-09-21T03:45:10.000Z  70  1.30 //
2018-09-21T04:07:40.000Z  70  1.08 //
2018-09-21T15:30:10.000Z  90  1.23 //
2018-09-21T15:37:40.000Z  80  1.30 //
2018-09-21T15:52:40.000Z  65  1.53 //
2018-09-21T16:00:10.000Z  75  1.55 //
2018-09-21T16:07:40.000Z  65  1.55 //
2018-09-21T17:00:10.000Z  85  1.98 //
2018-09-21T18:07:40.000Z  45  2.18 //
2018-09-21T18:22:40.000Z  65  2.20 //
2018-09-21T18:30:10.000Z  45  2.26 //
2018-09-21T18:45:10.000Z  85  2.11 //
2018-09-21T18:52:40.000Z  45  2.13 //
2018-09-21T19:00:10.000Z  75  2.51 //
2018-09-21T19:07:40.000Z  45  2.11 //
2018-09-21T19:15:10.000Z  80  2.20 //
2018-09-21T19:22:40.000Z  80  2.51 //
2018-09-21T19:30:10.000Z  65  2.31 //
2018-09-21T19:37:40.000Z  45  2.43 //
2018-09-21T19:45:10.000Z  80  2.11 //
2018-09-21T19:52:40.000Z  45  2.08 //
2018-09-21T20:00:10.000Z  80  2.23 //
2018-09-21T20:07:40.000Z  80  2.51 //
2018-09-21T20:15:10.000Z  70  2.31 //
2018-09-21T20:22:40.000Z  20  2.23 //
2018-09-21T20:30:10.000Z  60  2.31 //
2018-09-21T20:37:40.000Z  90  2.28 //
2018-09-21T20:45:10.000Z  90  2.31 //
2018-09-21T20:52:40.000Z  70  2.51 //
2018-09-21T21:00:10.000Z  45  2.51 //
2018-09-21T21:15:10.000Z  65  2.51 //
2018-09-21T21:22:40.000Z  45  2.51 //
2018-09-21T21:30:10.000Z  65  2.31 //
2018-09-21T21:45:10.000Z  80  2.31 //
2018-09-21T22:00:10.000Z  70  2.51 //
2018-09-21T22:07:40.000Z  80  2.51 //
2018-09-21T22:15:10.000Z  80  2.51 //
2018-09-21T22:22:40.000Z  40  2.51 //
2018-09-21T22:30:10.000Z  65  2.51 //
2018-09-21T22:37:40.000Z  65  2.51 //
2018-09-21T22:45:10.000Z  80  2.51 //
2018-09-21T22:52:40.000Z  90  2.51 //
2018-09-21T23:07:40.000Z  75  2.51 //
2018-09-21T23:15:10.000Z  60  2.31 //
2018-09-21T23:22:40.000Z 100  2.36 //
2018-09-21T23:30:10.000Z  95  2.51 //
2018-09-21T23:37:40.000Z  90  2.51 //
2018-09-22T02:07:40.000Z  80  2.06 //
2018-09-22T02:22:40.000Z  70  1.98 //
2018-09-22T03:22:40.000Z  75  1.23 //
2018-09-22T15:07:40.000Z  75  0.70 //
2018-09-22T18:00:10.000Z  75  1.13 //
2018-09-22T18:07:40.000Z  75  1.15 //
2018-09-22T22:22:40.000Z  50  1.23 //
2018-09-23T00:37:40.000Z  75  1.23 //
2018-09-23T01:22:40.000Z  75  1.23 //
2018-09-23T02:52:40.000Z  75  1.23 //
2018-09-23T03:00:10.000Z  75  1.23 //
2018-09-23T16:00:10.000Z  75  1.23 //
2018-09-23T16:52:40.000Z  75  1.03 //
2018-09-23T18:00:10.000Z  75  1.13 //
2018-09-23T18:52:40.000Z  75  1.23 //
2018-09-23T19:00:10.000Z  75  2.20 //
2018-09-23T19:37:40.000Z  75  2.51 //
2018-09-23T19:45:10.000Z  50  2.51 //
2018-09-23T20:00:10.000Z  75  2.51 //
2018-09-23T20:07:40.000Z  75  2.51 //
2018-09-23T20:15:10.000Z  70  2.51 //
2018-09-23T20:22:40.000Z  75  2.51 //
2018-09-23T20:30:10.000Z  75  2.51 //
2018-09-23T20:37:40.000Z  75  2.51 //
2018-09-23T21:00:10.000Z  45  2.15 //
2018-09-23T21:22:40.000Z  45  2.51 //
2018-09-24T01:52:40.000Z  40  1.21 //
2018-09-24T02:37:40.000Z  90  1.80 //
2018-09-24T03:00:10.000Z  85  1.23 //
2018-09-24T03:15:10.000Z  65  1.23 //
2018-09-24T03:52:40.000Z  85  0.70 //
2018-09-24T04:30:10.000Z  65  0.61 //
2018-09-24T15:22:40.000Z  75  1.23 //
2018-09-24T15:37:40.000Z  65  1.25 //
2018-09-24T16:07:40.000Z  60  1.61 //
2018-09-24T16:30:10.000Z  70  1.86 //
2018-09-24T16:37:40.000Z  90  1.68 //
2018-09-24T17:30:10.000Z 100  2.01 //
2018-09-24T17:37:40.000Z  40  2.15 //
