# Global Ionospheric Radio Observatory
# GIRO Tabulated Ionospheric Characteristics, Version 1.0 Revision B
# Generated by DIDBGetValues on 2023-12-06T00:50:48.480Z
#
# Location: GEO 62.38N 215.0E, URSI-Code GA762 GAKONA
# Instrument: Ionosonde, Model: DPS-4D
#
# Query for measurement intervals of time:
# 2012-01-01T00:01:00.000Z - 2013-01-01T00:00:00.000Z
#
# Data Selection:
# CS is Autoscaling Confidence Score (from 0 to 100, 999 if manual scaling, -1 if unknown)
# foF2 [MHz] - F2 layer critical frequency
# foEs [MHz] - Es layer critical frequency
#
# All GIRO measurements are released under CC-BY-NC-SA 4.0 license
# Please follow the Lowell GIRO Data Center RULES OF THE ROAD
# https://ulcar.uml.edu/DIDBase/RulesOfTheRoadForDIDBase.htm
# Requires acknowledgement of GA762 data provider
#
#Time                     CS   foF2 QD  foEs QD
2012-08-08T00:36:00.000Z  40  6.600 //   --- __
2012-08-08T00:36:12.000Z  80  6.350 //   --- __
2012-08-08T00:36:24.000Z  80  6.425 //  3.00 //
2012-08-08T00:36:36.000Z  70  6.512 //  3.20 //
2012-08-08T00:36:48.000Z  70  6.525 //  3.30 //
2012-08-08T00:37:00.000Z  80  6.353 //  2.95 //
2012-08-08T00:37:12.000Z  40  6.450 //  3.35 //
2012-08-08T00:37:24.000Z  80  6.475 //   --- __
2012-08-08T00:37:36.000Z  65  6.375 //   --- __
2012-08-08T00:37:48.000Z  60  6.375 //   --- __
2012-08-08T00:38:00.000Z  65  6.450 //   --- __
2012-08-08T00:38:12.000Z  90  6.375 //  3.15 //
2012-08-08T00:38:24.000Z  50  6.650 //   --- __
2012-08-08T00:38:48.000Z  90  6.525 //   --- __
2012-08-08T00:39:00.000Z  20  6.425 //   --- __
2012-08-08T00:39:12.000Z  70  6.475 //  2.15 //
2012-08-08T00:39:24.000Z  60  6.450 //  2.85 //
2012-08-08T00:39:36.000Z  70  6.525 //  3.10 //
2012-08-08T00:39:48.000Z  40  6.525 //  3.00 //
2012-08-08T00:40:00.000Z  70  6.500 //  2.50 //
2012-08-08T00:40:12.000Z  20  6.375 //  3.10 //
2012-08-08T00:40:24.000Z  80  6.425 //   --- __
2012-08-08T00:40:36.000Z  60  6.375 //   --- __
2012-08-08T00:40:48.000Z  70  6.525 //  2.25 //
2012-08-08T00:41:00.000Z  80  6.525 //   --- __
2012-08-08T00:41:12.000Z  70  6.525 //  4.20 //
2012-08-08T00:41:24.000Z  60  6.500 //  2.95 //
2012-08-08T00:41:36.000Z  70  6.500 //  3.35 //
2012-08-08T00:41:48.000Z  70  6.475 //   --- __
2012-08-08T00:42:00.000Z  80  6.525 //  3.10 //
2012-08-08T00:42:12.000Z  80  6.525 //  2.95 //
2012-08-08T00:42:24.000Z  80  6.500 //   --- __
2012-08-08T00:42:36.000Z  80  6.500 //   --- __
2012-08-08T00:42:48.000Z  40  5.525 //  3.05 //
2012-08-08T00:43:00.000Z  70  6.475 //   --- __
2012-08-08T00:43:12.000Z  60  6.575 //   --- __
2012-08-08T00:43:24.000Z  80  6.525 //   --- __
2012-08-08T00:43:36.000Z  70  6.512 //  2.25 //
2012-08-08T00:43:48.000Z  90  6.500 //   --- __
2012-08-08T00:44:00.000Z  80  6.525 //  3.10 //
2012-08-08T00:44:12.000Z  80  6.525 //   --- __
2012-08-08T00:44:24.000Z  70  6.525 //  3.30 //
2012-08-08T00:44:36.000Z  60  6.650 //  3.15 //
2012-08-08T00:44:48.000Z  65  6.463 //  3.10 //
2012-08-08T00:45:00.000Z  80  6.475 //  2.95 //
2012-08-08T00:45:12.000Z  70  6.475 //  3.20 //
2012-08-08T00:45:24.000Z  80  6.500 //   --- __
2012-08-08T00:45:36.000Z  70  6.475 //  2.00 //
2012-08-08T00:45:48.000Z  80  6.500 //  3.10 //
2012-08-08T00:46:00.000Z  90  6.475 //   --- __
2012-08-08T00:46:12.000Z  80  6.500 //   --- __
2012-08-08T00:46:24.000Z  60  6.475 //  3.10 //
2012-08-08T00:46:36.000Z  60  6.525 //  3.10 //
2012-08-08T00:46:48.000Z  80  6.475 //   --- __
2012-08-08T00:47:00.000Z  70  5.975 //   --- __
2012-08-08T00:47:12.000Z  40  6.475 //   --- __
2012-08-08T00:47:24.000Z  80  6.525 //   --- __
2012-08-08T00:47:36.000Z  50  6.475 //   --- __
2012-08-08T00:47:48.000Z  70  6.475 //   --- __
2012-08-08T00:48:00.000Z  70  6.463 //   --- __
2012-08-08T00:48:12.000Z  70  6.475 //   --- __
2012-08-08T00:48:24.000Z  90  6.525 //   --- __
2012-08-08T00:48:36.000Z  70  6.525 //   --- __
2012-08-08T00:48:48.000Z  80  6.525 //   --- __
2012-08-08T00:49:00.000Z  70  6.475 //  5.35 //
2012-08-08T00:49:12.000Z  40  6.425 //  3.05 //
2012-08-08T00:49:24.000Z  90  6.525 //  1.95 //
2012-08-08T00:49:36.000Z  80  6.375 //   --- __
2012-08-08T00:49:48.000Z  70  6.400 //  3.30 //
2012-08-08T00:50:00.000Z  70  6.525 //  3.15 //
2012-08-08T00:50:12.000Z  70  6.475 //   --- __
2012-08-08T00:50:24.000Z  70  6.450 //  1.55 //
2012-08-08T00:50:36.000Z  70  6.525 //  3.10 //
2012-08-08T00:50:48.000Z  80  6.375 //   --- __
2012-08-08T00:51:00.000Z  80  6.425 //   --- __
2012-08-08T00:51:12.000Z  80  6.475 //   --- __
2012-08-08T00:51:24.000Z  80  6.425 //   --- __
2012-08-08T00:51:36.000Z  45  6.050 //   --- __
2012-08-08T00:51:48.000Z  80  6.450 //   --- __
2012-08-08T00:52:00.000Z  80  6.375 //   --- __
2012-08-08T00:52:12.000Z  60  6.325 //   --- __
2012-08-08T00:52:24.000Z  80  6.275 //   --- __
2012-08-08T00:52:36.000Z  40  6.075 //  3.15 //
2012-08-08T00:52:48.000Z  80  6.425 //   --- __
2012-08-08T00:53:00.000Z  80  6.450 //   --- __
2012-08-08T00:53:12.000Z  80  6.363 //   --- __
2012-08-08T00:53:24.000Z  70  6.275 //   --- __
2012-08-08T00:53:36.000Z  80  6.200 //   --- __
2012-08-08T00:53:48.000Z  80  6.425 //   --- __
2012-08-08T00:54:00.000Z  80  6.325 //   --- __
2012-08-08T00:54:12.000Z  60  5.975 //   --- __
2012-08-08T00:54:24.000Z  60  6.550 //   --- __
2012-08-08T00:54:36.000Z  80  6.525 //   --- __
2012-08-08T00:54:48.000Z  60  6.400 //   --- __
2012-08-08T00:55:00.000Z  80  6.400 //   --- __
2012-08-08T00:55:12.000Z  80  6.425 //   --- __
2012-08-08T00:55:24.000Z  80  6.150 //   --- __
2012-08-08T00:55:36.000Z  75  6.075 //   --- __
2012-08-08T00:55:48.000Z  60  6.000 //   --- __
2012-08-08T00:56:00.000Z  80  6.375 //   --- __
2012-08-08T00:56:12.000Z  80  6.425 //   --- __
2012-08-08T00:56:24.000Z  60  6.400 //   --- __
2012-08-08T00:56:36.000Z  80  6.425 //   --- __
2012-08-08T00:56:48.000Z  90  6.450 //   --- __
2012-08-08T00:57:00.000Z  40  6.350 //   --- __
2012-08-08T00:57:12.000Z  80  6.425 //   --- __
2012-08-08T00:57:24.000Z  80  6.425 //   --- __
2012-08-08T00:57:36.000Z  80  6.250 //   --- __
2012-08-08T00:57:48.000Z  65  5.563 //   --- __
2012-08-08T00:58:00.000Z  40  6.475 //   --- __
2012-08-08T00:58:12.000Z  45  6.175 //   --- __
2012-08-08T00:58:24.000Z  40  5.675 //   --- __
2012-08-08T00:58:36.000Z  60  6.425 //  3.15 //
2012-08-08T00:58:48.000Z  80  6.475 //   --- __
2012-08-08T00:59:00.000Z  20  6.225 //  3.20 //
2012-08-08T00:59:12.000Z  40  6.207 //   --- __
2012-08-08T00:59:24.000Z  65  5.725 //   --- __
2012-08-08T00:59:36.000Z  65  6.375 //   --- __
2012-08-08T00:59:48.000Z  65  6.250 //   --- __
2012-08-08T01:00:00.000Z  60  5.550 //   --- __
2012-08-08T01:00:12.000Z  65  6.525 //   --- __
2012-08-08T01:00:24.000Z  80  6.503 //   --- __
2012-08-08T01:00:36.000Z  80  6.400 //   --- __
2012-08-08T01:00:48.000Z  60  6.350 //   --- __
2012-08-08T01:01:00.000Z  80  6.425 //   --- __
2012-08-08T01:01:12.000Z  80  6.375 //   --- __
2012-08-08T01:01:24.000Z  80  6.500 //   --- __
2012-08-08T01:01:36.000Z  70  6.106 //   --- __
2012-08-08T01:01:48.000Z  80  6.525 //   --- __
2012-08-08T01:02:00.000Z  80  6.475 //   --- __
2012-08-08T01:02:12.000Z  40  5.875 //   --- __
2012-08-08T01:02:24.000Z  80  6.475 //   --- __
2012-08-08T01:02:36.000Z  80  6.450 //   --- __
2012-08-08T01:02:48.000Z  60  6.475 //   --- __
2012-08-08T01:03:12.000Z  80  6.675 //   --- __
2012-08-08T01:03:24.000Z  80  6.475 //   --- __
2012-08-08T01:03:36.000Z  70  5.800 //   --- __
2012-08-08T01:03:48.000Z  80  6.450 //   --- __
2012-08-08T01:04:00.000Z  60  6.650 //   --- __
2012-08-08T01:04:12.000Z  80  6.575 //   --- __
2012-08-08T01:06:10.000Z  80  6.580 //   --- __
2012-08-08T01:10:00.000Z  80  6.500 //   --- __
2012-08-08T01:15:00.000Z  80  6.220 //   --- __
2012-08-08T01:20:00.000Z  70  5.740 //   --- __
2012-08-08T01:25:00.000Z  80  5.680 //   --- __
2012-08-08T01:30:00.000Z  65  6.220 //   --- __
2012-08-08T01:35:00.000Z  45  6.320 //  4.36 //
2012-08-08T01:45:00.000Z  45  6.360 //  1.04 //
2012-08-08T01:50:00.000Z  65  6.880 //   --- __
2012-08-08T01:56:10.000Z  45  6.460 //   --- __
2012-08-08T02:00:30.000Z  40  6.940 //   --- __
2012-08-08T02:01:00.000Z  40  6.400 //   --- __
2012-08-08T02:01:30.000Z  40  6.400 //   --- __
2012-08-08T02:02:00.000Z  65  6.240 //   --- __
2012-08-08T02:03:00.000Z  45  6.260 //   --- __
2012-08-08T02:03:30.000Z  65  6.480 //   --- __
2012-08-08T02:04:00.000Z  65  6.320 //   --- __
2012-08-08T02:04:30.000Z  45  6.520 //   --- __
2012-08-08T02:05:00.000Z  65  6.420 //   --- __
2012-08-08T02:06:00.000Z  65  6.320 //   --- __
2012-08-08T02:07:00.000Z  65  6.380 //  2.20 //
2012-08-08T02:07:30.000Z  45  6.400 //   --- __
2012-08-08T02:08:00.000Z  65  6.280 //   --- __
2012-08-08T02:08:30.000Z  60  6.320 //   --- __
2012-08-08T02:09:00.000Z  65  6.280 //   --- __
2012-08-08T02:09:30.000Z  65  6.400 //   --- __
2012-08-08T02:10:00.000Z  65  6.680 //  1.56 //
2012-08-08T02:10:30.000Z  45  6.120 //  1.80 //
2012-08-08T02:11:00.000Z   0  6.440 //  1.48 //
2012-08-08T02:11:30.000Z  60  6.720 //  1.92 //
2012-08-08T02:12:00.000Z  60  5.340 //  2.72 //
2012-08-08T02:12:30.000Z  80  6.480 //   --- __
2012-08-08T02:13:00.000Z  80  6.400 //   --- __
2012-08-08T02:13:30.000Z  40  6.980 //   --- __
2012-08-08T02:14:00.000Z  90  6.840 //   --- __
2012-08-08T02:14:30.000Z  60  6.400 //   --- __
2012-08-08T02:15:00.000Z  60  6.920 //   --- __
2012-08-08T02:15:30.000Z  80  6.440 //   --- __
2012-08-08T02:16:00.000Z  40  6.460 //   --- __
2012-08-08T02:16:30.000Z  60  6.860 //  1.24 //
2012-08-08T02:17:00.000Z  60  6.220 //   --- __
2012-08-08T02:17:30.000Z  40  6.480 //   --- __
2012-08-08T02:18:00.000Z  40  7.400 //   --- __
2012-08-08T02:18:30.000Z  60  6.500 //   --- __
2012-08-08T02:19:00.000Z  60  6.520 //  3.04 //
2012-08-08T02:19:30.000Z  60  6.480 //   --- __
2012-08-08T02:20:00.000Z  70  6.600 //  2.60 //
2012-08-08T02:20:30.000Z  80  6.320 //   --- __
2012-08-08T02:21:00.000Z  80  6.540 //  1.68 //
2012-08-08T02:21:30.000Z   0  6.520 //  1.92 //
2012-08-08T02:22:00.000Z  80  6.480 //   --- __
2012-08-08T02:22:30.000Z  80  6.400 //   --- __
2012-08-08T02:23:00.000Z  85  6.480 //   --- __
2012-08-08T02:23:30.000Z  80  6.520 //   --- __
2012-08-08T02:24:00.000Z  20  6.360 //   --- __
2012-08-08T02:24:30.000Z  40  5.280 //   --- __
2012-08-08T02:25:00.000Z  40  6.360 //   --- __
2012-08-08T02:25:30.000Z  80  6.820 //   --- __
2012-08-08T02:26:00.000Z  60  7.580 //   --- __
2012-08-08T02:26:30.000Z  40  6.400 //   --- __
2012-08-08T02:27:30.000Z  90  6.540 //   --- __
2012-08-08T02:28:00.000Z  45  5.760 //   --- __
2012-08-08T02:28:30.000Z  40  6.540 //   --- __
2012-08-08T02:29:00.000Z  50  6.420 //   --- __
2012-08-08T02:29:30.000Z  65  6.320 //   --- __
2012-08-08T02:30:30.000Z  65  6.360 //   --- __
2012-08-08T02:31:00.000Z  20  6.960 //   --- __
2012-08-08T02:32:30.000Z  65  6.420 //   --- __
2012-08-08T02:33:00.000Z  65  6.480 //  1.72 //
2012-08-08T02:33:30.000Z  45  6.480 //   --- __
2012-08-08T02:34:30.000Z  65  6.320 //   --- __
2012-08-08T02:35:00.000Z  45  6.440 //  1.96 //
2012-08-08T02:35:30.000Z  45  6.320 //   --- __
2012-08-08T02:36:00.000Z  45  6.440 //  1.48 //
2012-08-08T02:36:30.000Z  45  6.360 //   --- __
2012-08-08T02:37:00.000Z   0  4.240 //  3.32 //
2012-08-08T02:37:30.000Z   0  7.040 //  1.04 //
2012-08-08T02:38:00.000Z  65  6.380 //   --- __
2012-08-08T02:38:30.000Z  60  6.540 //   --- __
2012-08-08T02:39:00.000Z  80  6.480 //   --- __
2012-08-08T02:40:30.000Z  60  6.880 //   --- __
2012-08-08T02:41:00.000Z  80  6.770 //   --- __
2012-08-08T02:41:30.000Z   0  7.040 //  3.76 //
2012-08-08T02:42:00.000Z  60  6.885 //   --- __
2012-08-08T02:42:30.000Z  60  7.050 //   --- __
2012-08-08T02:43:00.000Z   0  6.320 //   --- __
2012-08-08T02:43:30.000Z  60  6.380 //   --- __
2012-08-08T02:44:00.000Z  60  6.620 //  2.20 //
2012-08-08T02:44:30.000Z  40  6.500 //   --- __
2012-08-08T02:45:00.000Z  60  6.060 //  3.40 //
2012-08-08T02:45:30.000Z   0  6.720 //  3.40 //
2012-08-08T02:46:00.000Z  80  7.020 //   --- __
2012-08-08T02:46:30.000Z  60  6.450 //   --- __
2012-08-08T02:47:00.000Z  40  7.040 //   --- __
2012-08-08T02:47:30.000Z  40  6.970 //   --- __
2012-08-08T02:48:00.000Z  20  6.530 //  3.64 //
2012-08-08T02:48:30.000Z  40  5.730 //  1.56 //
2012-08-08T02:49:00.000Z  70  6.170 //   --- __
2012-08-08T02:49:30.000Z  75  5.800 //   --- __
2012-08-08T02:50:00.000Z  60  6.480 //   --- __
2012-08-08T02:50:30.000Z  65  6.200 //   --- __
2012-08-08T02:51:00.000Z  65  7.020 //  3.40 //
2012-08-08T02:51:30.000Z  40  7.040 //   --- __
2012-08-08T02:52:00.000Z   0  5.400 //  2.96 //
2012-08-08T02:52:30.000Z  80  7.000 //   --- __
2012-08-08T02:53:00.000Z  20  4.940 //  3.32 //
2012-08-08T02:53:30.000Z  80  6.320 //   --- __
2012-08-08T02:54:00.000Z  60  6.040 //   --- __
2012-08-08T02:54:30.000Z  65  6.360 //  3.32 //
2012-08-08T02:55:00.000Z  60  7.760 //   --- __
2012-08-08T02:55:30.000Z  65  6.100 //  3.72 //
2012-08-08T02:56:00.000Z  20  5.800 //   --- __
2012-08-08T02:56:30.000Z  40  5.720 //  1.96 //
2012-08-08T02:57:00.000Z  60  6.400 //   --- __
2012-08-08T02:57:30.000Z  60  6.960 //   --- __
2012-08-08T02:58:00.000Z  60  7.000 //   --- __
2012-08-08T02:58:30.000Z  60  7.280 //   --- __
2012-08-08T02:59:00.000Z  65  6.260 //   --- __
2012-08-08T03:01:10.000Z  20  3.840 //  3.32 //
2012-08-08T03:05:00.000Z  50  5.561 //   --- __
2012-08-08T03:10:00.000Z  40  6.265 //   --- __
2012-08-08T03:15:00.000Z  60  6.385 //   --- __
2012-08-08T03:20:00.000Z  60  5.380 //   --- __
2012-08-08T03:30:00.000Z  65  6.260 //   --- __
2012-08-08T03:40:00.000Z  50  5.700 //   --- __
2012-08-08T03:45:00.000Z  65  2.210 //   --- __
2012-08-08T04:01:10.000Z   0  6.360 //  2.32 //
2012-08-08T04:05:00.000Z  60  6.160 //   --- __
2012-08-08T04:05:30.000Z  65  5.840 //  1.96 //
2012-08-08T04:06:00.000Z  60  6.320 //  1.76 //
2012-08-08T04:06:30.000Z  65  6.440 //   --- __
2012-08-08T04:07:00.000Z  65  6.200 //   --- __
2012-08-08T04:07:30.000Z   0  6.320 //  1.96 //
2012-08-08T04:08:00.000Z  50  5.880 //   --- __
2012-08-08T04:08:30.000Z  65  5.800 //   --- __
2012-08-08T04:09:00.000Z   0  4.800 //  1.80 //
2012-08-08T04:09:30.000Z  20    --- __  1.04 //
2012-08-08T04:10:00.000Z  45  6.000 //  2.24 //
2012-08-08T04:10:30.000Z  70  5.920 //   --- __
2012-08-08T04:11:00.000Z  55  6.120 //  4.16 //
2012-08-08T04:11:30.000Z  45  5.640 //   --- __
2012-08-08T04:12:00.000Z   0    --- __  1.72 //
2012-08-08T04:12:30.000Z  65  7.000 //   --- __
2012-08-08T04:13:00.000Z  45  5.920 //  2.20 //
2012-08-08T04:13:30.000Z  20  6.500 //   --- __
2012-08-08T04:14:00.000Z  40  6.160 //   --- __
2012-08-08T04:14:30.000Z  45  5.920 //   --- __
2012-08-08T04:15:00.000Z  25  6.240 //  1.16 //
2012-08-08T04:15:30.000Z  85  6.220 //   --- __
2012-08-08T04:16:00.000Z  65  6.240 //   --- __
2012-08-08T04:16:30.000Z  40  6.160 //   --- __
2012-08-08T04:17:00.000Z  40  5.840 //   --- __
2012-08-08T04:17:30.000Z  45  5.080 //  1.96 //
2012-08-08T04:18:00.000Z  45  5.900 //   --- __
2012-08-08T04:18:30.000Z  25  5.200 //   --- __
2012-08-08T04:19:00.000Z  45  6.160 //   --- __
2012-08-08T04:19:30.000Z  40  6.120 //   --- __
2012-08-08T04:20:00.000Z  20  4.800 //  2.04 //
2012-08-08T04:20:30.000Z  65  6.040 //   --- __
2012-08-08T04:21:00.000Z  65  6.120 //   --- __
2012-08-08T04:21:30.000Z  40  6.080 //   --- __
2012-08-08T04:22:00.000Z  70  6.120 //   --- __
2012-08-08T04:22:30.000Z  65  5.960 //   --- __
2012-08-08T04:23:30.000Z  25  4.880 //   --- __
2012-08-08T04:24:00.000Z  65  5.960 //   --- __
2012-08-08T04:24:30.000Z   0  5.840 //   --- __
2012-08-08T04:25:00.000Z  65  5.920 //   --- __
2012-08-08T04:25:30.000Z  65  5.800 //   --- __
2012-08-08T04:26:00.000Z  45  5.720 //   --- __
2012-08-08T04:26:30.000Z  90  6.000 //   --- __
2012-08-08T04:27:00.000Z  65  5.920 //   --- __
2012-08-08T04:27:30.000Z  65  5.880 //   --- __
2012-08-08T04:28:00.000Z  40  4.640 //  1.68 //
2012-08-08T04:28:30.000Z  65  5.920 //   --- __
2012-08-08T04:29:00.000Z  65  5.760 //  1.44 //
2012-08-08T04:29:30.000Z  65  5.600 //   --- __
2012-08-08T04:30:00.000Z  80  5.920 //  2.16 //
2012-08-08T04:30:30.000Z  65  5.840 //   --- __
2012-08-08T04:31:00.000Z  65  5.840 //  1.72 //
2012-08-08T04:31:30.000Z  65  5.800 //   --- __
2012-08-08T04:32:00.000Z  65  5.800 //   --- __
2012-08-08T04:32:30.000Z  65  6.200 //  1.84 //
2012-08-08T04:33:00.000Z  60  5.880 //   --- __
2012-08-08T04:33:30.000Z  45  6.000 //   --- __
2012-08-08T04:34:00.000Z  65  5.760 //   --- __
2012-08-08T04:39:09.000Z  65  5.450 //   --- __
2012-08-08T04:44:09.000Z  65  5.400 //  1.90 //
2012-08-08T04:49:09.000Z  40  5.400 //  4.15 //
2012-08-08T04:54:09.000Z  50  5.550 //  4.80 //
2012-08-08T05:01:10.000Z  15  5.365 //  3.40 //
2012-08-08T05:09:00.000Z  65  5.880 //  5.40 //
2012-08-08T05:14:00.000Z  65  5.640 //  4.28 //
2012-08-08T05:19:01.000Z  80  5.780 //  3.00 //
2012-08-08T05:24:01.000Z  80  5.720 //  3.36 //
2012-08-08T05:29:00.000Z  45  5.600 //  4.80 //
2012-08-08T05:30:00.000Z  70  5.800 //  2.20 //
2012-08-08T05:35:00.000Z  90  5.760 //  2.24 //
2012-08-08T05:40:00.000Z  70  5.765 //  2.20 //
2012-08-08T05:45:00.000Z  90  5.800 //  2.92 //
2012-08-08T05:50:00.000Z  90  5.720 //   --- __
2012-08-08T05:55:00.000Z  65  5.560 //   --- __
2012-08-08T06:01:10.000Z  80  5.640 //   --- __
2012-08-08T06:05:00.000Z  80  5.680 //   --- __
2012-08-08T06:05:30.000Z  60  5.480 //   --- __
2012-08-08T06:06:00.000Z  90  5.560 //   --- __
2012-08-08T06:06:30.000Z  40  5.560 //   --- __
2012-08-08T06:07:00.000Z  80  5.720 //   --- __
2012-08-08T06:07:30.000Z  80  5.560 //   --- __
2012-08-08T06:08:00.000Z  80  5.600 //   --- __
2012-08-08T06:08:30.000Z  70  5.320 //   --- __
2012-08-08T06:09:00.000Z  70  5.640 //   --- __
2012-08-08T06:09:30.000Z  80  5.620 //   --- __
2012-08-08T06:10:00.000Z   0  5.760 //   --- __
2012-08-08T06:10:30.000Z  40  4.520 //   --- __
2012-08-08T06:11:00.000Z  90  5.680 //   --- __
2012-08-08T06:11:30.000Z  80  5.780 //   --- __
2012-08-08T06:12:00.000Z  90  5.720 //  1.12 //
2012-08-08T06:12:30.000Z  80  5.860 //   --- __
2012-08-08T06:13:00.000Z  60  5.740 //   --- __
2012-08-08T06:13:30.000Z  80  5.460 //   --- __
2012-08-08T06:14:00.000Z  40  5.720 //  1.16 //
2012-08-08T06:14:30.000Z  80  5.480 //  2.24 //
2012-08-08T06:15:00.000Z  80  5.740 //   --- __
2012-08-08T06:15:30.000Z  70  5.600 //   --- __
2012-08-08T06:16:00.000Z  80  5.640 //   --- __
2012-08-08T06:16:30.000Z  70  5.600 //   --- __
2012-08-08T06:17:00.000Z  80  5.560 //   --- __
2012-08-08T06:17:30.000Z  70  5.640 //   --- __
2012-08-08T06:18:00.000Z  80  5.560 //   --- __
2012-08-08T06:18:30.000Z  70  5.600 //  2.24 //
2012-08-08T06:19:00.000Z  40  5.715 //   --- __
2012-08-08T06:19:30.000Z  70  5.600 //  2.16 //
2012-08-08T06:20:30.000Z  60  5.280 //  2.56 //
2012-08-08T06:21:00.000Z  80  5.400 //  2.60 //
2012-08-08T06:21:30.000Z  70  5.520 //  2.96 //
2012-08-08T06:22:30.000Z  70  5.520 //  3.28 //
2012-08-08T06:23:00.000Z   0  5.040 //  1.72 //
2012-08-08T06:23:30.000Z  70  5.480 //  3.12 //
2012-08-08T06:24:00.000Z  60  5.600 //  2.60 //
2012-08-08T06:25:00.000Z  25  4.700 //  2.84 //
2012-08-08T06:30:00.000Z   0  5.140 //   --- __
2012-08-08T06:35:00.000Z  70  4.670 //   --- __
2012-08-08T06:40:00.000Z  70  4.580 //  2.20 //
2012-08-08T06:45:00.000Z  70  4.510 //   --- __
2012-08-08T06:49:00.000Z  40  3.980 //   --- __
2012-08-08T06:53:00.000Z  70  2.840 //   --- __
2012-08-08T06:56:10.000Z  70  3.400 //   --- __
2012-08-08T07:00:00.000Z   0  3.260 //   --- __
2012-08-08T07:05:00.000Z  70  2.800 //   --- __
2012-08-08T07:10:00.000Z  65  2.520 //   --- __
2012-08-08T07:15:00.000Z  40  3.100 //   --- __
2012-08-08T07:20:00.000Z  70  2.940 //   --- __
2012-08-08T07:24:00.000Z   0  2.980 //   --- __
2012-08-08T07:28:00.000Z  70  3.020 //   --- __
2012-08-08T07:35:00.000Z  25  2.280 //   --- __
2012-08-08T07:45:00.000Z  80  2.920 //   --- __
2012-08-08T07:50:00.000Z  80  3.800 //   --- __
2012-08-08T07:55:00.000Z   0  3.120 //   --- __
2012-08-08T07:59:00.000Z  45  3.040 //   --- __
2012-08-08T08:00:39.000Z  60  3.320 //   --- __
2012-08-08T08:01:44.000Z  70  3.320 //   --- __
2012-08-08T08:02:39.000Z   0  3.360 //   --- __
2012-08-08T08:03:34.000Z  80  3.000 //   --- __
2012-08-08T08:04:39.000Z  50  3.520 //   --- __
2012-08-08T08:05:44.000Z  45  3.400 //   --- __
2012-08-08T08:06:39.000Z  25  3.560 //  2.16 //
2012-08-08T08:07:34.000Z  20  2.400 //  2.24 //
2012-08-08T08:08:39.000Z  65  3.000 //  2.04 //
2012-08-08T08:09:44.000Z   0  3.480 //   --- __
2012-08-08T08:10:39.000Z  20    --- __  2.00 //
2012-08-08T08:11:34.000Z  40  2.400 //  2.08 //
2012-08-08T08:13:44.000Z   0  3.080 //   --- __
2012-08-08T08:14:39.000Z  40  3.600 //   --- __
2012-08-08T08:15:34.000Z  65  2.800 //   --- __
2012-08-08T08:16:39.000Z  65  2.960 //   --- __
2012-08-08T08:17:44.000Z  30  3.120 //   --- __
2012-08-08T08:18:39.000Z  65  3.440 //   --- __
2012-08-08T08:19:34.000Z  20  2.880 //  2.04 //
2012-08-08T08:20:39.000Z  65  3.200 //   --- __
2012-08-08T08:21:44.000Z  40  2.640 //   --- __
2012-08-08T08:23:34.000Z  30  2.960 //   --- __
2012-08-08T08:24:39.000Z  45  2.920 //   --- __
2012-08-08T08:25:44.000Z  70  2.840 //   --- __
2012-08-08T08:26:39.000Z  10  2.960 //   --- __
2012-08-08T08:27:34.000Z  45  1.880 //   --- __
2012-08-08T08:28:39.000Z  70  3.040 //   --- __
2012-08-08T08:31:10.000Z   0  3.200 //   --- __
2012-08-08T08:35:00.000Z   0  2.060 //  1.60 //
2012-08-08T08:40:00.000Z  45  3.100 //   --- __
2012-08-08T08:45:00.000Z  35  2.160 //  1.68 //
2012-08-08T08:50:00.000Z  70  2.480 //  1.68 //
2012-08-08T08:55:00.000Z   0  2.520 //  1.60 //
2012-08-08T09:00:00.000Z   0  2.540 //  3.90 //
2012-08-08T09:05:00.000Z  70    --- __  3.50 //
2012-08-08T09:10:00.000Z  70    --- __  3.64 //
2012-08-08T09:10:30.000Z  70    --- __  3.64 //
2012-08-08T09:11:00.000Z   0  2.520 //  3.32 //
2012-08-08T09:11:30.000Z  45  2.560 //  3.56 //
2012-08-08T09:12:00.000Z  70    --- __  3.56 //
2012-08-08T09:12:30.000Z  70    --- __  3.72 //
2012-08-08T09:13:00.000Z   0  4.640 //  4.16 //
2012-08-08T09:13:30.000Z  70    --- __  3.32 //
2012-08-08T09:14:00.000Z  70    --- __  2.84 //
2012-08-08T09:14:30.000Z  45  2.920 //  4.48 //
2012-08-08T09:15:00.000Z  65  4.360 //  4.60 //
2012-08-08T09:15:30.000Z  70    --- __  4.76 //
2012-08-08T09:16:00.000Z   0  4.080 //  4.52 //
2012-08-08T09:16:30.000Z  70    --- __  4.76 //
2012-08-08T09:17:00.000Z  35  4.400 //  3.36 //
2012-08-08T09:17:30.000Z  70    --- __  4.76 //
2012-08-08T09:18:00.000Z  35  4.600 //  4.88 //
2012-08-08T09:18:30.000Z  25    --- __  3.80 //
2012-08-08T09:19:00.000Z  15  4.320 //  3.32 //
2012-08-08T09:19:30.000Z  40  4.280 //  3.44 //
2012-08-08T09:20:00.000Z  45  4.800 //  3.76 //
2012-08-08T09:20:30.000Z  20  4.520 //  3.28 //
2012-08-08T09:21:00.000Z  25  3.040 //  3.20 //
2012-08-08T09:21:30.000Z  70    --- __  3.52 //
