# Global Ionospheric Radio Observatory
# GIRO Tabulated Ionospheric Characteristics, Version 1.0 Revision B
# Generated by DIDBGetValues on 2023-12-06T00:50:48.480Z
#
# Location: GEO 62.38N 215.0E, URSI-Code GA762 GAKONA
# Instrument: Ionosonde, Model: DPS-4D
#
# Query for measurement intervals of time:
# 2012-01-01T00:01:00.000Z - 2013-01-01T00:00:00.000Z
#
# Data Selection:
# CS is Autoscaling Confidence Score (from 0 to 100, 999 if manual scaling, -1 if unknown)
# foF2 [MHz] - F2 layer critical frequency
# foEs [MHz] - Es layer critical frequency
#
# All GIRO measurements are released under CC-BY-NC-SA 4.0 license
# Please follow the Lowell GIRO Data Center RULES OF THE ROAD
# https://ulcar.uml.edu/DIDBase/RulesOfTheRoadForDIDBase.htm
# Requires acknowledgement of GA762 data provider
#
#Time                     CS   foF2 QD  foEs QD
2012-01-21T07:15:00.000Z  45  2.450 //   --- __
2012-01-21T07:22:30.000Z  60  2.450 //   --- __
2012-01-21T07:45:00.000Z   0  3.600 //   --- __
2012-01-21T07:52:30.000Z  70  2.100 //   --- __
2012-01-21T08:00:00.000Z  45  2.400 //   --- __
2012-01-21T08:07:30.000Z  50  3.375 //   --- __
2012-01-21T08:30:00.000Z  65  2.250 //  2.10 //
2012-01-21T08:37:30.000Z  70  2.875 //   --- __
2012-01-21T08:45:00.000Z  35  2.950 //  1.90 //
2012-01-21T08:52:30.000Z  50  3.500 //   --- __
2012-01-21T09:00:00.000Z  70  3.700 //  1.58 //
2012-01-21T09:07:30.000Z   0  2.975 //  2.25 //
2012-01-21T09:15:00.000Z  65  3.550 //   --- __
2012-01-21T09:22:30.000Z  70  3.000 //  1.67 //
2012-01-21T09:30:00.000Z  20  3.750 //  2.22 //
2012-01-21T09:37:30.000Z   0  3.400 //   --- __
2012-01-21T09:45:00.000Z  50  3.025 //   --- __
2012-01-21T10:00:00.000Z  70  3.725 //   --- __
2012-01-21T10:07:30.000Z  40  2.975 //   --- __
2012-01-21T10:15:00.000Z  70  3.000 //   --- __
2012-01-21T10:22:30.000Z  70  3.125 //   --- __
2012-01-21T10:37:30.000Z  35  3.125 //  1.75 //
2012-01-21T10:45:00.000Z   0  3.475 //  2.05 //
2012-01-21T10:52:30.000Z  15  3.425 //  1.95 //
2012-01-21T11:00:00.000Z  15  3.100 //  2.08 //
2012-01-21T11:07:30.000Z  20    --- __  1.95 //
2012-01-21T11:15:00.000Z  70  3.550 //  2.45 //
2012-01-21T11:22:30.000Z  35  3.700 //  2.42 //
2012-01-21T11:30:00.000Z  60  3.975 //  2.40 //
2012-01-21T11:37:30.000Z   0  4.225 //  3.35 //
2012-01-21T11:45:00.000Z  75    --- __  4.32 //
2012-01-21T11:52:30.000Z  75    --- __  4.95 //
2012-01-21T12:00:00.000Z  75    --- __  2.92 //
2012-01-21T12:15:00.000Z   0  3.900 //  2.85 //
2012-01-21T12:22:30.000Z  70  4.150 //   --- __
2012-01-21T12:30:00.000Z  70  3.925 //   --- __
2012-01-21T12:37:30.000Z  65  3.675 //  3.08 //
2012-01-21T12:45:00.000Z  65  3.375 //  2.50 //
2012-01-21T12:52:30.000Z  70  3.575 //   --- __
2012-01-21T13:00:00.000Z  60  3.925 //   --- __
2012-01-21T13:07:30.000Z  70  3.650 //   --- __
2012-01-21T13:15:00.000Z  70  3.375 //   --- __
2012-01-21T13:22:30.000Z  70  3.250 //   --- __
2012-01-21T13:30:00.000Z  40  2.800 //   --- __
2012-01-21T13:37:30.000Z  70  3.125 //   --- __
2012-01-21T13:52:30.000Z  70  3.350 //   --- __
2012-01-21T14:00:00.000Z  70  3.700 //   --- __
2012-01-21T14:07:30.000Z  40  3.800 //   --- __
2012-01-21T14:15:00.000Z  80  3.625 //   --- __
2012-01-21T14:22:30.000Z  60  3.425 //   --- __
2012-01-21T14:30:00.000Z  70  3.625 //   --- __
2012-01-21T14:37:30.000Z  60  4.100 //   --- __
2012-01-21T14:52:30.000Z  70  3.675 //   --- __
2012-01-21T15:00:00.000Z  70  3.625 //   --- __
2012-01-21T15:07:30.000Z  70  3.300 //   --- __
2012-01-21T15:15:00.000Z  70  3.475 //   --- __
2012-01-21T15:30:00.000Z  70  3.125 //   --- __
2012-01-21T15:37:30.000Z  40  3.025 //   --- __
2012-01-21T15:45:00.000Z  70  3.000 //   --- __
2012-01-21T15:52:30.000Z  60  3.375 //   --- __
2012-01-21T16:00:00.000Z  70  3.075 //   --- __
2012-01-21T16:15:00.000Z  70  3.175 //   --- __
2012-01-21T16:22:30.000Z  70  2.975 //   --- __
2012-01-21T16:30:00.000Z  70  3.050 //   --- __
2012-01-21T16:37:30.000Z  45  2.475 //   --- __
2012-01-21T16:45:00.000Z  70  2.600 //   --- __
2012-01-21T16:52:30.000Z  70  2.925 //   --- __
2012-01-21T17:00:00.000Z  60  2.650 //   --- __
2012-01-21T17:07:30.000Z  70  2.575 //   --- __
2012-01-21T17:15:00.000Z  20  2.700 //   --- __
2012-01-21T17:22:30.000Z  20  2.600 //   --- __
2012-01-21T17:30:00.000Z  70  2.800 //   --- __
2012-01-21T17:37:30.000Z  70  3.088 //   --- __
2012-01-21T17:45:00.000Z  20  2.875 //   --- __
2012-01-21T17:52:30.000Z  40  3.025 //   --- __
2012-01-21T18:00:00.000Z  70  3.400 //   --- __
2012-01-21T18:07:30.000Z  70  3.863 //   --- __
2012-01-21T18:15:00.000Z  70  3.800 //   --- __
2012-01-21T18:22:30.000Z  20  4.375 //  1.85 //
2012-01-21T18:37:30.000Z  20  4.850 //  1.77 //
2012-01-21T18:45:00.000Z   0  3.200 //  1.90 //
2012-01-21T18:52:30.000Z  70  4.275 //  1.80 //
2012-01-21T19:00:00.000Z  60  5.387 //  2.03 //
2012-01-21T19:07:30.000Z  60  5.200 //  1.83 //
2012-01-21T19:15:00.000Z  80  5.525 //   --- __
2012-01-21T19:22:30.000Z  60  5.575 //  1.95 //
2012-01-21T19:30:00.000Z  80  5.738 //  2.10 //
2012-01-21T19:37:30.000Z  40    --- __  2.00 //
2012-01-21T19:45:00.000Z  60  6.125 //  2.17 //
2012-01-21T19:52:30.000Z  60  6.413 //  2.28 //
2012-01-21T20:00:00.000Z  60  6.488 //  2.40 //
2012-01-21T20:07:30.000Z  80  6.631 //  2.28 //
2012-01-21T20:15:00.000Z  40  5.338 //  2.25 //
2012-01-21T20:22:30.000Z  60  7.288 //  2.53 //
2012-01-21T20:30:00.000Z  80  7.400 //  2.25 //
2012-01-21T20:37:30.000Z  60  7.332 //  2.28 //
2012-01-21T20:45:00.000Z  80  7.463 //  2.22 //
2012-01-21T20:52:30.000Z  40    --- __  2.25 //
2012-01-21T21:00:00.000Z  40  6.425 //  2.20 //
2012-01-21T21:07:30.000Z  20  6.475 //   --- __
2012-01-21T21:15:00.000Z  60  7.463 //  2.08 //
2012-01-21T21:22:30.000Z  20  6.500 //  1.92 //
2012-01-21T21:30:00.000Z  80  7.550 //   --- __
2012-01-21T21:37:30.000Z  60  6.063 //   --- __
2012-01-21T21:45:00.000Z  90  7.913 //  1.95 //
2012-01-21T21:52:30.000Z  90  8.238 //  2.45 //
2012-01-21T22:00:00.000Z  80  8.025 //  2.08 //
2012-01-21T22:07:30.000Z  80  8.462 //   --- __
2012-01-21T22:15:00.000Z  80  8.563 //  2.08 //
2012-01-21T22:22:30.000Z  80  8.563 //  2.10 //
2012-01-21T22:30:00.000Z   0  8.750 //   --- __
2012-01-21T22:37:30.000Z  60  8.512 //  1.95 //
2012-01-21T22:52:30.000Z  80  8.475 //  1.98 //
2012-01-21T23:00:00.000Z  40  6.325 //  2.05 //
2012-01-21T23:07:30.000Z  60  6.988 //   --- __
2012-01-21T23:15:00.000Z  80  9.225 //   --- __
2012-01-21T23:22:30.000Z  60  6.725 //   --- __
2012-01-21T23:30:00.000Z  80  9.087 //  1.85 //
2012-01-21T23:37:30.000Z  80  8.587 //   --- __
2012-01-21T23:45:00.000Z  80  9.000 //   --- __
2012-01-21T23:52:30.000Z  40  8.212 //   --- __
2012-01-22T00:00:00.000Z  80  8.762 //   --- __
2012-01-22T00:07:30.000Z  80  9.050 //   --- __
2012-01-22T00:15:00.000Z  40  7.551 //   --- __
2012-01-22T00:22:30.000Z  70  6.463 //   --- __
2012-01-22T00:30:00.000Z  60  8.797 //  2.03 //
2012-01-22T00:37:30.000Z  70  5.775 //  2.17 //
2012-01-22T00:45:00.000Z  80  8.050 //  2.08 //
2012-01-22T00:52:30.000Z  40  8.000 //  1.98 //
2012-01-22T01:00:00.000Z  20  6.450 //  1.75 //
2012-01-22T01:15:00.000Z  70  7.325 //   --- __
2012-01-22T01:22:30.000Z  40  6.325 //   --- __
2012-01-22T01:30:00.000Z  40  5.901 //   --- __
2012-01-22T01:37:30.000Z  80  6.450 //   --- __
2012-01-22T01:45:00.000Z  80  6.850 //   --- __
2012-01-22T01:52:30.000Z  50  5.725 //   --- __
2012-01-22T02:00:00.000Z  40  5.600 //   --- __
2012-01-22T02:15:00.000Z  40  5.850 //   --- __
2012-01-22T02:22:30.000Z  40  4.950 //   --- __
2012-01-22T02:30:00.000Z  60  5.725 //   --- __
2012-01-22T02:37:30.000Z  40  5.600 //   --- __
2012-01-22T02:45:00.000Z  70  5.600 //   --- __
2012-01-22T02:52:30.000Z  50  5.625 //   --- __
2012-01-22T03:00:00.000Z  80  5.750 //   --- __
2012-01-22T03:07:30.000Z  40  4.600 //   --- __
2012-01-22T03:22:30.000Z  70  3.875 //   --- __
2012-01-22T03:30:00.000Z  80  3.650 //   --- __
2012-01-22T03:37:30.000Z  70  3.600 //   --- __
2012-01-22T03:45:00.000Z  60  3.650 //   --- __
2012-01-22T03:52:30.000Z  60  3.550 //   --- __
2012-01-22T04:00:00.000Z  60  3.450 //   --- __
2012-01-22T04:07:30.000Z  70  3.300 //   --- __
2012-01-22T04:15:00.000Z  70  3.100 //   --- __
2012-01-22T04:22:30.000Z  40  2.925 //   --- __
2012-01-22T04:30:00.000Z  70  2.800 //   --- __
2012-01-22T04:37:30.000Z  60  2.300 //   --- __
2012-01-22T04:45:00.000Z  70  2.525 //   --- __
2012-01-22T04:52:30.000Z  70  2.475 //   --- __
2012-01-22T05:00:00.000Z  70  2.325 //   --- __
2012-01-22T05:07:30.000Z  70  2.375 //   --- __
2012-01-22T05:15:00.000Z  70  2.350 //   --- __
2012-01-22T05:22:30.000Z  60  2.425 //   --- __
2012-01-22T05:30:00.000Z  70  2.250 //   --- __
2012-01-22T05:45:00.000Z  80  2.275 //   --- __
2012-01-22T05:52:30.000Z  80  2.375 //   --- __
2012-01-22T06:00:00.000Z  80  2.150 //   --- __
2012-01-22T06:07:30.000Z  40  2.150 //   --- __
2012-01-22T06:15:00.000Z  65  2.075 //   --- __
2012-01-22T06:22:30.000Z  40  1.925 //   --- __
2012-01-22T06:30:00.000Z  65  1.750 //   --- __
2012-01-22T06:37:30.000Z  45  1.987 //   --- __
2012-01-22T06:45:00.000Z  65  2.075 //   --- __
2012-01-22T06:52:30.000Z  65  2.050 //   --- __
2012-01-22T07:00:00.000Z  45  2.050 //   --- __
2012-01-22T07:07:30.000Z  70  1.975 //   --- __
2012-01-22T07:15:00.000Z  80  1.925 //   --- __
2012-01-22T07:45:00.000Z  65  1.950 //  1.80 //
2012-01-22T07:52:30.000Z  90  1.950 //   --- __
2012-01-22T08:00:00.000Z  70  1.975 //   --- __
2012-01-22T08:07:30.000Z  65  2.025 //   --- __
2012-01-22T08:15:00.000Z  65  2.050 //   --- __
2012-01-22T08:22:30.000Z  65  1.975 //   --- __
2012-01-22T08:30:00.000Z   0  2.025 //  1.70 //
2012-01-22T08:37:30.000Z  15    --- __  2.00 //
2012-01-22T08:52:30.000Z  75    --- __  4.30 //
2012-01-22T09:00:00.000Z  75    --- __  3.85 //
2012-01-22T09:07:30.000Z  70    --- __  3.53 //
2012-01-22T09:15:00.000Z  75    --- __  3.15 //
2012-01-22T09:22:30.000Z  75    --- __  3.55 //
2012-01-22T09:30:00.000Z  75    --- __  4.00 //
2012-01-22T09:37:30.000Z  75    --- __  2.33 //
2012-01-22T09:45:00.000Z  75    --- __  3.70 //
2012-01-22T09:52:30.000Z  75    --- __  5.22 //
2012-01-22T10:00:00.000Z  75    --- __  3.67 //
2012-01-22T10:07:30.000Z  75    --- __  4.03 //
2012-01-22T10:15:00.000Z  75    --- __  3.50 //
2012-01-22T10:37:30.000Z  75    --- __  5.93 //
2012-01-22T10:45:00.000Z  75    --- __  4.82 //
2012-01-22T11:07:30.000Z  75    --- __  5.10 //
2012-01-22T11:15:00.000Z  25    --- __  5.13 //
2012-01-22T11:22:30.000Z  75    --- __  5.03 //
2012-01-22T11:30:00.000Z  75    --- __  4.80 //
2012-01-22T11:37:30.000Z  75    --- __  5.07 //
2012-01-22T11:45:00.000Z  75    --- __  4.28 //
2012-01-22T11:52:30.000Z  75    --- __  4.25 //
2012-01-22T12:15:00.000Z  75    --- __  1.52 //
2012-01-22T12:30:00.000Z  75    --- __  5.20 //
2012-01-22T12:37:30.000Z  75    --- __  5.07 //
2012-01-22T12:45:00.000Z  75    --- __  3.70 //
2012-01-22T12:52:30.000Z  75    --- __  5.00 //
2012-01-22T13:00:00.000Z  75    --- __  3.70 //
2012-01-22T13:07:30.000Z  75    --- __  4.10 //
2012-01-22T13:15:00.000Z  75    --- __  5.13 //
2012-01-22T13:22:30.000Z  75    --- __  3.65 //
2012-01-22T13:30:00.000Z  75    --- __  4.03 //
2012-01-22T13:37:30.000Z  75    --- __  4.55 //
2012-01-22T13:45:00.000Z  75    --- __  4.00 //
2012-01-22T13:52:30.000Z  75    --- __  4.63 //
2012-01-22T14:00:00.000Z  75    --- __  3.95 //
2012-01-22T14:07:30.000Z  75    --- __  3.30 //
2012-01-22T14:22:30.000Z  75    --- __  4.60 //
2012-01-22T14:30:00.000Z  75    --- __  2.97 //
2012-01-22T14:37:30.000Z  70    --- __  3.13 //
2012-01-22T14:45:00.000Z  70    --- __  4.38 //
2012-01-22T14:52:30.000Z   0  5.650 //  3.33 //
2012-01-22T15:00:00.000Z  70  5.725 //  2.40 //
2012-01-22T15:07:30.000Z   0  6.225 //  4.10 //
2012-01-22T15:15:00.000Z  60  5.650 //   --- __
2012-01-22T15:22:30.000Z  75    --- __  2.25 //
2012-01-22T15:52:30.000Z  75    --- __  1.95 //
2012-01-22T16:30:00.000Z  75    --- __  3.60 //
2012-01-22T16:45:00.000Z  75    --- __  1.58 //
2012-01-22T16:52:30.000Z  75    --- __  2.60 //
2012-01-22T17:00:00.000Z   0  4.100 //   --- __
2012-01-22T17:07:30.000Z  75    --- __  2.25 //
2012-01-22T17:15:00.000Z   0  3.675 //   --- __
2012-01-22T17:22:30.000Z  40  3.850 //  3.78 //
2012-01-22T17:30:00.000Z  65  3.975 //   --- __
2012-01-22T17:37:30.000Z  65  3.850 //   --- __
2012-01-22T17:45:00.000Z  75    --- __  2.25 //
2012-01-22T18:00:00.000Z  75    --- __  1.73 //
2012-01-22T18:30:00.000Z  45  4.175 //   --- __
2012-01-22T18:37:30.000Z  65  4.250 //  2.10 //
2012-01-22T18:45:00.000Z  40  3.775 //  2.78 //
2012-01-22T19:00:00.000Z  25  3.650 //   --- __
2012-01-22T19:30:00.000Z  75    --- __  1.95 //
2012-01-22T19:37:30.000Z  25  3.775 //   --- __
2012-01-22T19:45:00.000Z  75    --- __  1.95 //
2012-01-22T20:00:00.000Z  25    --- __  2.03 //
2012-01-22T20:15:00.000Z  75    --- __  2.03 //
2012-01-22T20:22:30.000Z  25    --- __  1.95 //
2012-01-22T21:15:00.000Z  25    --- __  1.95 //
2012-01-22T21:22:30.000Z  75    --- __  1.85 //
2012-01-22T21:37:30.000Z  25    --- __  1.73 //
2012-01-22T21:45:00.000Z   0  5.875 //   --- __
2012-01-22T22:07:30.000Z  45  3.375 //   --- __
2012-01-22T22:15:00.000Z  65  3.675 //   --- __
2012-01-22T22:30:00.000Z  20  3.375 //  1.88 //
2012-01-22T22:37:30.000Z  65  3.325 //   --- __
2012-01-22T22:45:00.000Z  45  2.975 //   --- __
2012-01-22T22:52:30.000Z  75    --- __  1.77 //
2012-01-22T23:00:00.000Z  65  4.100 //   --- __
2012-01-22T23:07:30.000Z  65  4.075 //   --- __
2012-01-22T23:30:00.000Z  65  4.350 //   --- __
2012-01-22T23:45:00.000Z  70  4.225 //   --- __
2012-01-22T23:52:30.000Z  65  4.800 //  1.73 //
2012-01-23T00:00:00.000Z  70  5.400 //   --- __
2012-01-23T00:30:00.000Z  75    --- __  1.85 //
2012-01-23T00:37:30.000Z  65  4.288 //  1.92 //
2012-01-23T00:45:00.000Z  45  4.425 //   --- __
2012-01-23T01:07:30.000Z  45  4.250 //   --- __
2012-01-23T01:15:00.000Z  70  3.875 //   --- __
2012-01-23T01:22:30.000Z  75    --- __  1.70 //
2012-01-23T01:30:00.000Z  70  5.475 //   --- __
2012-01-23T01:37:30.000Z  45  5.750 //  1.85 //
2012-01-23T01:52:30.000Z  45  4.300 //   --- __
2012-01-23T02:00:00.000Z  75    --- __  1.90 //
2012-01-23T02:07:30.000Z  20  4.800 //  3.75 //
2012-01-23T02:15:00.000Z  75    --- __  4.32 //
2012-01-23T02:22:30.000Z  75    --- __  4.40 //
2012-01-23T02:30:00.000Z  75    --- __  4.30 //
2012-01-23T02:37:30.000Z  75    --- __  4.25 //
2012-01-23T02:45:00.000Z  75    --- __  3.88 //
2012-01-23T02:52:30.000Z  75    --- __  3.65 //
2012-01-23T03:00:00.000Z  75    --- __  3.95 //
2012-01-23T03:07:30.000Z  20    --- __  2.25 //
2012-01-23T03:15:00.000Z  25    --- __  3.60 /_
2012-01-23T03:37:30.000Z  75    --- __  3.78 /_
2012-01-23T03:45:00.000Z  75    --- __  3.55 //
2012-01-23T03:52:30.000Z   0  3.700 /_   --- __
2012-01-23T04:22:30.000Z  75    --- __  3.92 //
2012-01-23T04:30:00.000Z  75    --- __  3.65 //
2012-01-23T04:37:30.000Z  75    --- __  4.22 //
2012-01-23T04:45:00.000Z   0  4.950 //  3.65 //
2012-01-23T04:52:30.000Z  55  3.800 //  3.80 //
2012-01-23T05:00:00.000Z  75    --- __  3.70 //
2012-01-23T05:07:30.000Z  75    --- __  3.55 //
2012-01-23T05:15:00.000Z  75    --- __  3.83 //
2012-01-23T05:22:30.000Z  75    --- __  3.85 //
2012-01-23T05:30:00.000Z  75    --- __  3.88 //
2012-01-23T05:37:30.000Z  75    --- __  3.80 //
2012-01-23T05:45:00.000Z  75    --- __  3.88 //
2012-01-23T05:52:30.000Z  20    --- __  3.78 //
2012-01-23T06:00:00.000Z  75    --- __  3.75 //
2012-01-23T06:07:30.000Z  20  3.400 //  3.38 //
2012-01-23T06:15:00.000Z  75    --- __  3.78 //
2012-01-23T06:22:30.000Z  75    --- __  3.53 //
2012-01-23T06:30:00.000Z  75    --- __  3.28 //
2012-01-23T06:37:30.000Z  75    --- __  3.55 //
2012-01-23T06:45:00.000Z  20    --- __  3.95 //
2012-01-23T06:52:30.000Z  75    --- __  3.85 //
2012-01-23T07:00:00.000Z  75    --- __  3.95 //
2012-01-23T07:07:30.000Z  75    --- __  3.85 //
2012-01-23T07:15:00.000Z  75    --- __  3.78 //
2012-01-23T07:22:30.000Z  75    --- __  3.78 //
2012-01-23T07:30:00.000Z  75    --- __  2.67 //
2012-01-23T07:37:30.000Z  75    --- __  3.20 //
2012-01-23T07:45:00.000Z  75    --- __  2.03 //
2012-01-23T08:07:30.000Z  75    --- __  1.95 //
2012-01-23T08:15:00.000Z  75    --- __  3.28 //
2012-01-23T08:22:30.000Z  75    --- __  2.20 //
2012-01-23T08:37:30.000Z  75    --- __  1.92 //
2012-01-23T09:00:00.000Z  75    --- __  1.95 //
2012-01-23T09:15:00.000Z  75    --- __  2.25 //
2012-01-23T09:30:00.000Z  75    --- __  1.83 //
2012-01-23T10:00:00.000Z  75    --- __  1.45 //
2012-01-23T10:07:30.000Z  75    --- __  2.30 //
2012-01-23T10:22:30.000Z  75    --- __  1.70 //
2012-01-23T11:00:00.000Z  75    --- __  1.83 //
2012-01-23T11:22:30.000Z  75    --- __  1.70 //
2012-01-23T11:45:00.000Z  75    --- __  2.13 //
2012-01-23T11:52:30.000Z  75    --- __  1.80 //
2012-01-23T12:15:00.000Z  75    --- __  1.73 //
2012-01-23T12:22:30.000Z  75    --- __  1.60 //
2012-01-23T12:45:00.000Z   0  7.250 //  1.80 //
2012-01-23T12:52:30.000Z  75    --- __  1.58 //
2012-01-23T13:00:00.000Z  75    --- __  1.77 //
2012-01-23T13:37:30.000Z  75    --- __  2.03 //
2012-01-23T13:45:00.000Z  75    --- __  1.58 //
2012-01-23T13:52:30.000Z  75    --- __  2.25 //
2012-01-23T14:07:30.000Z  75    --- __  2.03 //
2012-01-23T14:22:30.000Z  25    --- __  1.92 //
2012-01-23T14:30:00.000Z  75    --- __  1.80 //
2012-01-23T14:52:30.000Z  75    --- __  1.80 //
2012-01-23T15:00:00.000Z  75    --- __  1.70 //
2012-01-23T15:15:00.000Z  75    --- __  1.83 //
2012-01-23T15:22:30.000Z  75    --- __  1.95 //
2012-01-23T15:30:00.000Z  75    --- __  2.03 //
2012-01-23T16:15:00.000Z  45  2.050 //  1.85 //
2012-01-23T16:30:00.000Z  75    --- __  1.77 //
2012-01-23T17:00:00.000Z  75    --- __  1.85 //
2012-01-23T17:15:00.000Z  65  2.175 //   --- __
2012-01-23T17:22:30.000Z  20    --- __  1.73 //
2012-01-23T17:30:00.000Z  45  2.700 //   --- __
2012-01-23T17:37:30.000Z  65  2.875 //   --- __
2012-01-23T17:45:00.000Z  40  3.000 //  1.77 //
2012-01-23T17:52:30.000Z  40  3.350 //  1.85 //
2012-01-23T18:00:00.000Z  65  3.650 //   --- __
2012-01-23T18:07:30.000Z  65  3.825 //   --- __
2012-01-23T18:15:00.000Z  70  4.200 //   --- __
2012-01-23T18:22:30.000Z  65  4.200 //   --- __
2012-01-23T18:30:00.000Z  70  4.400 //   --- __
2012-01-23T18:37:30.000Z  70  4.875 //  2.10 //
2012-01-23T18:45:00.000Z  65  5.150 //   --- __
2012-01-23T18:52:30.000Z  65  5.425 //  1.88 //
2012-01-23T19:00:00.000Z  65  5.575 //   --- __
2012-01-23T19:07:30.000Z  45  5.175 //  1.95 //
2012-01-23T19:15:00.000Z  65  5.778 //  1.95 //
2012-01-23T19:22:30.000Z  40  5.950 //   --- __
2012-01-23T19:30:00.000Z  65  6.325 //   --- __
2012-01-23T19:37:30.000Z  90  5.850 //   --- __
2012-01-23T19:45:00.000Z  65  6.300 //   --- __
2012-01-23T19:52:30.000Z  70  6.325 //   --- __
2012-01-23T20:00:00.000Z  70  6.050 //   --- __
2012-01-23T20:07:30.000Z  95  6.650 //   --- __
2012-01-23T20:15:00.000Z  95  7.550 //  1.77 //
2012-01-23T20:22:30.000Z  65  7.650 //  2.00 //
2012-01-23T20:30:00.000Z  60  7.575 //   --- __
2012-01-23T20:37:30.000Z 100  7.825 //  1.85 //
2012-01-23T20:52:30.000Z  45  6.125 //   --- __
2012-01-23T21:00:00.000Z  45  6.625 //   --- __
2012-01-23T21:07:30.000Z  60  9.300 //  1.75 //
2012-01-23T21:15:00.000Z  95  8.700 //   --- __
2012-01-23T21:22:30.000Z  65  8.575 //  1.95 //
2012-01-23T21:30:00.000Z  65  8.325 //   --- __
2012-01-23T21:37:30.000Z  70  7.500 //  1.95 //
2012-01-23T21:45:00.000Z  65  7.125 //   --- __
2012-01-23T21:52:30.000Z  45  7.300 //   --- __
2012-01-23T22:07:30.000Z  45  6.475 //  2.10 //
2012-01-23T22:15:00.000Z  45  6.425 //   --- __
2012-01-23T22:22:30.000Z  70  8.325 //  1.88 //
2012-01-23T22:30:00.000Z  65  8.450 //  2.10 //
2012-01-23T22:37:30.000Z  45  6.475 //  1.88 //
2012-01-23T22:45:00.000Z  65  8.700 //   --- __
2012-01-23T22:52:30.000Z  65  8.475 //  2.28 //
2012-01-23T23:00:00.000Z  45  6.500 //   --- __
2012-01-23T23:07:30.000Z  45  7.950 //  1.88 //
2012-01-23T23:15:00.000Z  45  7.500 //  1.75 //
2012-01-23T23:52:30.000Z  75    --- __  2.10 //
2012-01-24T00:15:00.000Z  75    --- __  1.75 //
2012-01-24T00:30:00.000Z  75    --- __  1.77 //
2012-01-24T00:45:00.000Z  75    --- __  1.75 //
2012-01-24T00:52:30.000Z  75    --- __  1.92 //
2012-01-24T01:15:00.000Z  75    --- __  1.77 //
2012-01-24T01:22:30.000Z  50  6.300 //   --- __
2012-01-24T01:37:30.000Z  75    --- __  1.75 //
2012-01-24T02:37:30.000Z  70  5.650 //  1.52 //
2012-01-24T02:45:00.000Z  65  5.825 //   --- __
2012-01-24T03:07:30.000Z  70  4.375 //  1.85 //
2012-01-24T03:15:00.000Z  75    --- __  2.00 //
2012-01-24T03:37:30.000Z  25    --- __  1.95 //
2012-01-24T04:37:30.000Z  75    --- __  1.95 //
2012-01-24T04:45:00.000Z  75    --- __  1.95 //
2012-01-24T05:07:30.000Z  75    --- __  1.83 //
2012-01-24T05:45:00.000Z  75    --- __  2.25 //
2012-01-24T05:52:30.000Z  75    --- __  2.25 //
2012-01-24T06:00:00.000Z  75    --- __  1.80 //
2012-01-24T06:15:00.000Z  50  6.050 //  1.75 //
2012-01-24T06:30:00.000Z  75    --- __  1.92 //
2012-01-24T07:07:30.000Z  75    --- __  1.90 //
2012-01-24T07:22:30.000Z  20    --- __  1.80 //
2012-01-24T07:30:00.000Z  75    --- __  2.25 //
2012-01-24T07:37:30.000Z  75    --- __  2.25 //
2012-01-24T07:45:00.000Z  75    --- __  2.33 //
2012-01-24T08:00:00.000Z  75    --- __  1.85 //
2012-01-24T08:22:30.000Z  75    --- __  1.75 //
2012-01-24T08:30:00.000Z  75    --- __  1.90 //
2012-01-24T08:52:30.000Z  75    --- __  2.10 //
2012-01-24T09:15:00.000Z  75    --- __  2.25 //
2012-01-24T09:30:00.000Z  75    --- __  2.25 //
2012-01-24T09:37:30.000Z  75    --- __  1.95 //
2012-01-24T09:45:00.000Z  40  5.200 //   --- __
2012-01-24T10:00:00.000Z  75    --- __  1.83 //
2012-01-24T10:07:30.000Z   0  4.000 //   --- __
2012-01-24T10:15:00.000Z  20  3.700 //  3.90 //
2012-01-24T10:22:30.000Z   0  3.350 //  2.83 //
2012-01-24T10:30:00.000Z  45  3.375 //   --- __
2012-01-24T10:37:30.000Z  45  3.075 //   --- __
2012-01-24T10:45:00.000Z  65  3.975 //   --- __
2012-01-24T10:52:30.000Z  45  2.625 //   --- __
2012-01-24T11:00:00.000Z  40  3.725 //  2.60 //
2012-01-24T11:07:30.000Z  65  3.675 //   --- __
2012-01-24T11:15:00.000Z  45  2.675 //   --- __
2012-01-24T11:22:30.000Z  45  2.450 //   --- __
2012-01-24T11:30:00.000Z  45  2.600 //   --- __
2012-01-24T11:37:30.000Z  45  2.400 //   --- __
2012-01-24T11:45:00.000Z  25  2.475 //   --- __
2012-01-24T11:52:30.000Z  45  2.925 //   --- __
2012-01-24T12:07:30.000Z  45  2.050 //   --- __
2012-01-24T12:15:00.000Z  45  2.400 //   --- __
2012-01-24T12:22:30.000Z  45  2.375 //   --- __
2012-01-24T12:30:00.000Z  45  3.100 //   --- __
2012-01-24T12:37:30.000Z  45  3.050 //   --- __
2012-01-24T12:45:00.000Z  45  2.375 //   --- __
2012-01-24T12:52:30.000Z   0  3.125 //   --- __
2012-01-24T13:00:00.000Z  70  2.025 //   --- __
2012-01-24T13:15:00.000Z  70  2.550 //   --- __
