# Global Ionospheric Radio Observatory
# GIRO Tabulated Ionospheric Characteristics, Version 1.0 Revision B
# Generated by DIDBGetValues on 2023-11-07T00:41:09.117Z
#
# Location: GEO 62.38N 215.0E, URSI-Code GA762 GAKONA
# Instrument: Ionosonde, Model: DPS-4D
#
# Query for measurement intervals of time:
# 2012-01-01T21:00:00.000Z - 2012-12-31T03:00:00.000Z
#
# Data Selection:
# CS is Autoscaling Confidence Score (from 0 to 100, 999 if manual scaling, -1 if unknown)
# hE [km] - Minimum virtual height of E trace
#
# All GIRO measurements are released under CC-BY-NC-SA 4.0 license
# Please follow the Lowell GIRO Data Center RULES OF THE ROAD
# https://ulcar.uml.edu/DIDBase/RulesOfTheRoadForDIDBase.htm
# Requires acknowledgement of GA762 data provider
#
#Time                     CS     hE QD
2012-02-06T19:03:00.000Z  40  134.2 //
2012-02-06T19:07:30.000Z  50   83.1 //
2012-02-06T19:17:30.000Z   0  113.3 //
2012-02-06T19:21:30.000Z  45   80.1 //
2012-02-06T19:26:00.000Z  55   88.2 //
2012-02-06T19:32:30.000Z  70   85.7 //
2012-02-06T20:10:00.000Z  60   92.3 //
2012-02-06T20:15:00.000Z  40   92.5 //
2012-02-06T20:20:00.000Z  50  105.9 //
2012-02-06T20:25:00.000Z  90  115.8 //
2012-02-06T20:30:00.000Z  80  118.0 //
2012-02-06T20:35:00.000Z  40  112.4 //
2012-02-06T20:45:00.000Z  90  113.6 //
2012-02-06T20:50:00.000Z  40   98.5 //
2012-02-06T20:55:00.000Z  60  101.2 //
2012-02-06T21:16:00.000Z  40  122.3 //
2012-02-06T21:17:00.000Z  60  128.7 //
2012-02-06T21:18:00.000Z  60  117.8 //
2012-02-06T21:19:00.000Z  60  117.2 //
2012-02-06T21:20:00.000Z  70  123.0 //
2012-02-06T21:21:00.000Z  40  125.4 //
2012-02-06T21:22:00.000Z  20  123.8 //
2012-02-06T21:23:00.000Z  70  121.4 //
2012-02-06T21:24:00.000Z  60  118.7 //
2012-02-06T21:25:00.000Z  40  122.8 //
2012-02-06T21:27:00.000Z  60  125.8 //
2012-02-06T21:28:00.000Z  20  122.2 //
2012-02-06T21:29:00.000Z  80  121.7 //
2012-02-06T21:30:00.000Z  40  121.1 //
2012-02-06T21:31:00.000Z  40  122.8 //
2012-02-06T21:32:00.000Z  60  123.9 //
2012-02-06T21:33:00.000Z  25  121.1 //
2012-02-06T21:34:00.000Z  40  121.1 //
2012-02-06T21:35:00.000Z  65  122.2 //
2012-02-06T21:36:00.000Z  40  122.3 //
2012-02-06T21:37:00.000Z  80  120.7 //
2012-02-06T21:38:00.000Z  60  119.0 //
2012-02-06T21:39:00.000Z  45  122.2 //
2012-02-06T21:40:00.000Z  45  121.1 //
2012-02-06T21:41:00.000Z  40  120.4 //
2012-02-06T21:42:00.000Z  20  122.5 //
2012-02-06T21:43:00.000Z  60  126.2 //
2012-02-06T21:44:00.000Z  60  124.9 //
2012-02-06T21:49:00.000Z  40  121.0 //
2012-02-06T21:54:00.000Z  80  129.9 //
2012-02-06T21:57:00.000Z  40  124.5 //
2012-02-06T21:58:00.000Z  40  124.7 //
2012-02-06T22:15:00.000Z  40  122.1 //
2012-02-06T22:22:00.000Z  60   82.6 //
2012-02-06T22:26:00.000Z  85   82.6 //
2012-02-06T22:30:00.000Z  50   88.2 //
2012-02-06T22:57:30.000Z  40  133.8 //
2012-02-06T23:11:30.000Z  60   87.2 //
2012-02-06T23:13:00.000Z  60  108.9 //
2012-02-06T23:17:30.000Z  40  133.0 //
2012-02-06T23:18:00.000Z  40  130.0 //
2012-02-06T23:22:00.000Z  45  102.7 //
2012-02-06T23:24:00.000Z  45  117.2 //
2012-02-06T23:25:00.000Z  60  125.6 //
2012-02-06T23:27:00.000Z  70  119.8 //
2012-02-06T23:28:00.000Z  45  111.5 //
2012-02-06T23:30:00.000Z  45  119.6 //
2012-02-06T23:31:00.000Z  70  122.3 //
2012-02-06T23:33:00.000Z  40  124.0 //
2012-02-06T23:35:00.000Z  70  109.0 //
2012-02-06T23:36:00.000Z  40  119.5 //
2012-02-06T23:37:30.000Z  20  121.0 //
2012-02-06T23:45:00.000Z  20  121.0 //
2012-02-06T23:52:30.000Z  80  109.8 //
2012-02-07T00:00:00.000Z  80  109.0 //
2012-02-07T00:07:30.000Z  80  116.2 //
2012-02-07T00:15:00.000Z  20  122.9 //
2012-02-07T00:22:30.000Z  40  130.0 //
2012-02-07T00:52:30.000Z   0  127.8 //
2012-02-07T00:58:00.000Z  60  130.1 //
2012-02-07T01:00:00.000Z  65  133.0 //
2012-02-07T01:03:00.000Z  80  130.0 //
2012-02-07T01:06:30.000Z  70  126.7 //
2012-02-07T01:07:30.000Z  80  128.9 //
2012-02-07T01:12:00.000Z  40  128.2 //
2012-02-07T01:20:30.000Z  70  108.7 //
2012-02-07T01:21:30.000Z  70  128.0 //
2012-02-07T01:26:00.000Z  70  125.0 //
2012-02-07T18:25:00.000Z  40  121.5 //
2012-02-07T18:33:30.000Z  80   98.2 //
2012-02-07T18:37:30.000Z  45  127.2 //
2012-02-07T18:59:00.000Z  90  108.9 //
2012-02-07T19:05:00.000Z  40   91.5 //
2012-02-07T19:13:30.000Z  80  115.6 //
2012-02-07T19:17:30.000Z  40  106.0 //
2012-02-07T19:22:00.000Z  90  114.3 //
2012-02-07T20:06:00.000Z  90   93.0 //
2012-02-07T21:53:00.000Z  25  109.9 //
2012-02-07T22:48:00.000Z  45  100.7 //
2012-02-07T22:55:00.000Z  75   81.4 //
2012-02-07T22:58:30.000Z  45  100.1 //
2012-02-07T23:02:00.000Z  75   82.4 //
2012-02-07T23:26:30.000Z  50   82.6 //
2012-02-07T23:27:30.000Z  75   82.5 //
2012-02-08T00:37:30.000Z  65  128.0 //
2012-02-08T01:15:00.000Z  25   90.2 //
2012-02-08T17:15:00.000Z  20   85.0 //
2012-02-08T18:09:30.000Z  70   98.9 //
2012-02-08T18:19:30.000Z  65   88.5 //
2012-02-08T18:21:00.000Z  40   89.6 //
2012-02-08T18:29:30.000Z  60   80.6 //
2012-02-08T18:33:30.000Z  60  104.1 //
2012-02-08T18:34:30.000Z  70   82.9 //
2012-02-08T18:51:00.000Z  85   82.6 //
2012-02-08T18:54:30.000Z  90   82.4 //
2012-02-08T18:58:00.000Z  70   87.2 //
2012-02-08T19:03:30.000Z  80  105.2 //
2012-02-08T19:21:00.000Z  45   83.0 //
2012-02-08T19:23:30.000Z  45   80.7 //
2012-02-08T19:46:00.000Z  65   81.9 //
2012-02-08T22:35:30.000Z  60  107.4 //
2012-02-08T22:46:00.000Z  40  127.0 //
2012-02-08T22:48:00.000Z  80  126.0 //
2012-02-08T22:49:30.000Z  45  101.6 //
2012-02-08T22:55:30.000Z  90  127.5 //
2012-02-08T22:58:00.000Z  90  127.0 //
2012-02-08T23:05:00.000Z  60  110.3 //
2012-02-08T23:08:30.000Z  50  130.1 //
2012-02-08T23:09:30.000Z  80  125.9 //
2012-02-08T23:10:00.000Z  75  129.0 //
2012-02-08T23:16:30.000Z  45  109.5 //
2012-02-08T23:22:30.000Z  40  107.1 //
2012-02-09T00:37:30.000Z  90  135.3 //
2012-02-09T00:52:30.000Z  40  131.7 //
2012-02-09T17:52:30.000Z  70  110.8 //
2012-02-09T18:00:00.000Z  70  107.3 //
2012-02-09T18:07:30.000Z  70  101.0 //
2012-02-09T18:15:00.000Z  60   93.4 //
2012-02-09T18:52:30.000Z  40  121.5 //
2012-02-09T19:00:00.000Z  90   85.3 //
2012-02-09T21:07:30.000Z  70   81.5 //
2012-02-09T22:07:30.000Z  90  118.6 //
2012-02-09T22:22:30.000Z  90  119.4 //
2012-02-09T22:30:00.000Z  20  121.0 //
2012-02-09T22:57:00.000Z  40  107.4 //
2012-02-09T22:59:00.000Z  60   81.5 //
2012-02-09T23:09:00.000Z  95  118.0 //
2012-02-09T23:15:00.000Z  70   97.7 //
2012-02-09T23:21:00.000Z   0  112.8 //
2012-02-09T23:37:00.000Z  40  121.7 //
2012-02-09T23:41:00.000Z  80  132.0 //
2012-02-09T23:43:00.000Z  40  122.0 //
2012-02-10T00:01:00.000Z  90  114.0 //
2012-02-10T00:03:00.000Z  70   95.8 //
2012-02-10T00:12:00.000Z  40  118.0 //
2012-02-10T00:13:00.000Z  40  122.0 //
2012-02-10T00:14:00.000Z  40  125.2 //
2012-02-10T00:15:00.000Z  80  127.0 //
2012-02-10T00:20:00.000Z  60  123.8 //
2012-02-10T00:30:00.000Z  40  130.0 //
2012-02-10T00:40:00.000Z  60  138.9 //
2012-02-10T17:56:00.000Z  90  111.7 //
2012-02-10T18:00:00.000Z  60  116.0 //
2012-02-10T18:03:00.000Z  60  102.0 //
2012-02-10T18:10:00.000Z  80  115.4 //
2012-02-10T18:17:00.000Z  50  108.8 //
2012-02-10T18:23:00.000Z  60   97.5 //
2012-02-10T18:27:00.000Z  60   90.7 //
2012-02-10T18:57:00.000Z  40   90.0 //
2012-02-10T19:03:00.000Z  50   85.0 //
2012-02-10T19:10:00.000Z  90   99.8 //
2012-02-10T19:45:00.000Z  65   82.4 //
2012-02-10T20:52:30.000Z  65   82.6 //
2012-02-10T21:52:30.000Z  65   81.3 //
2012-02-10T22:00:00.000Z  65   82.6 //
2012-02-10T22:36:30.000Z  85   90.7 //
2012-02-10T22:48:00.000Z  70   82.1 //
2012-02-10T22:53:00.000Z  25   89.0 //
2012-02-10T22:58:30.000Z  95   80.1 //
2012-02-10T23:01:30.000Z  70  111.2 //
2012-02-10T23:32:00.000Z  70  113.1 //
2012-02-11T00:00:00.000Z  50   85.7 //
2012-02-11T00:06:00.000Z  45   88.6 //
2012-02-11T00:09:00.000Z  45   92.0 //
2012-02-11T00:18:00.000Z  65   85.4 //
2012-02-11T00:59:30.000Z   0  102.5 //
2012-02-11T01:02:00.000Z  60   83.7 //
2012-02-11T01:12:00.000Z  90   83.1 //
2012-02-11T01:12:30.000Z  60   96.6 //
2012-02-11T01:20:00.000Z  60   80.7 //
2012-02-11T01:27:00.000Z  80   85.1 //
2012-02-11T01:28:00.000Z  70   98.0 //
2012-02-11T18:00:00.000Z  60  112.1 //
2012-02-11T18:45:00.000Z  80  122.2 //
2012-02-11T19:10:00.000Z  40  108.9 //
2012-02-11T19:20:00.000Z  40   89.7 //
2012-02-11T19:30:00.000Z  60  126.0 //
2012-02-11T19:45:00.000Z   0  116.6 //
2012-02-11T19:50:00.000Z  80  111.0 //
2012-02-11T19:55:00.000Z  80  115.6 //
2012-02-11T20:00:00.000Z  40  110.3 //
2012-02-11T20:05:00.000Z  80  109.2 //
2012-02-11T20:10:00.000Z  60  109.8 //
2012-02-11T20:15:00.000Z  60   95.8 //
2012-02-11T20:20:00.000Z  60   93.4 //
2012-02-11T20:25:00.000Z  40   90.7 //
2012-02-11T20:30:00.000Z  60  106.8 //
2012-02-11T20:35:00.000Z  80   91.7 //
2012-02-11T20:40:00.000Z  40  110.1 //
2012-02-11T20:45:00.000Z  20  115.1 //
2012-02-11T20:50:00.000Z  70  112.3 //
2012-02-11T21:55:00.000Z  65   82.5 //
2012-02-11T22:50:00.000Z  95  118.3 //
2012-02-11T23:20:00.000Z  90   82.8 //
2012-02-12T02:15:00.000Z  80   92.6 //
2012-02-12T02:30:00.000Z  90   90.0 //
2012-02-12T19:00:00.000Z  75  110.0 //
2012-02-12T19:52:30.000Z  65   90.3 //
2012-02-12T20:45:00.000Z  90  116.0 //
2012-02-12T21:15:00.000Z  70  106.1 //
2012-02-12T21:45:00.000Z  90   91.4 //
2012-02-12T22:00:00.000Z  90  115.0 //
2012-02-12T22:15:00.000Z  90  102.5 //
2012-02-12T22:22:30.000Z  65  107.2 //
2012-02-12T23:00:00.000Z  20  116.0 //
2012-02-13T00:00:00.000Z  80  123.9 //
2012-02-13T00:30:00.000Z  90  106.4 //
2012-02-13T18:22:30.000Z  75   92.3 //
2012-02-13T19:30:00.000Z  90  114.3 //
2012-02-13T20:07:30.000Z  90  111.7 //
2012-02-13T20:22:30.000Z  90  119.0 //
2012-02-13T20:37:30.000Z  90  114.3 //
2012-02-13T22:07:30.000Z  85  111.4 //
2012-02-13T22:15:00.000Z  70  118.4 //
2012-02-13T22:45:00.000Z  60  107.5 //
2012-02-13T23:00:00.000Z  80  118.7 //
2012-02-13T23:07:30.000Z  85  124.0 //
2012-02-13T23:30:00.000Z  80   96.2 //
2012-02-13T23:45:00.000Z  70   86.4 //
2012-02-14T00:35:00.000Z  90   80.1 //
2012-02-14T00:41:00.000Z  90  129.8 //
2012-02-14T00:41:30.000Z  90  126.5 //
2012-02-14T00:56:00.000Z  90   80.1 //
2012-02-14T01:21:10.000Z  70   84.6 //
2012-02-14T17:30:00.000Z  65   85.9 //
2012-02-14T18:52:30.000Z  65  110.0 //
2012-02-14T23:29:40.000Z  65   86.9 //
2012-02-14T23:29:50.000Z  65   83.2 //
2012-02-14T23:30:20.000Z  45  117.0 //
2012-02-14T23:31:20.000Z  75   82.1 //
2012-02-14T23:31:30.000Z  75   86.9 //
2012-02-14T23:31:50.000Z  75   80.1 //
2012-02-14T23:33:30.000Z  75   97.3 //
2012-02-14T23:34:30.000Z  70  118.0 //
2012-02-14T23:35:10.000Z  50   80.5 //
2012-02-14T23:35:20.000Z  65   81.7 //
2012-02-14T23:36:20.000Z  50   80.7 //
2012-02-14T23:36:50.000Z  65   83.0 //
2012-02-14T23:37:10.000Z  45   83.4 //
2012-02-14T23:38:40.000Z  65   80.1 //
2012-02-14T23:40:40.000Z  65  107.0 //
2012-02-14T23:40:50.000Z  45   80.7 //
2012-02-14T23:41:30.000Z  70   90.2 //
2012-02-14T23:41:40.000Z  90   85.8 //
2012-02-14T23:42:20.000Z  65   87.5 //
2012-02-14T23:42:50.000Z  65  104.2 //
2012-02-14T23:43:10.000Z  65   86.9 //
2012-02-14T23:43:30.000Z  95   82.6 //
2012-02-14T23:45:00.000Z  65   81.1 //
2012-02-14T23:46:00.000Z  65  113.2 //
2012-02-14T23:47:20.000Z  45   87.6 //
2012-02-14T23:48:40.000Z  65   87.1 //
2012-02-14T23:49:00.000Z  45   81.0 //
2012-02-14T23:49:10.000Z  45   93.6 //
2012-02-14T23:59:00.000Z 100   81.9 //
2012-02-15T00:02:39.000Z  65   96.8 //
2012-02-15T00:03:09.000Z  65   81.9 //
2012-02-15T00:03:19.000Z  65   80.2 //
2012-02-15T00:03:39.000Z  65   84.4 //
2012-02-15T00:04:09.000Z  65   86.5 //
2012-02-15T00:04:29.000Z  65   82.5 //
2012-02-15T00:04:39.000Z  65   81.7 //
2012-02-15T00:30:00.000Z  65   81.6 //
2012-02-15T00:35:00.000Z  45   84.6 //
2012-02-15T17:31:01.000Z  75  100.7 //
2012-02-15T17:45:01.000Z  75   81.7 //
2012-02-15T20:45:00.000Z  30   84.6 //
2012-02-15T21:10:00.000Z  45   90.0 //
2012-02-15T22:17:30.000Z   0   80.7 //
2012-02-15T22:18:00.000Z  75   82.5 //
2012-02-15T22:30:00.000Z   0   87.4 //
2012-02-15T22:39:00.000Z  40  120.4 //
2012-02-15T22:57:00.000Z  45   90.9 //
2012-02-15T23:30:00.000Z  65   82.0 //
2012-02-16T00:18:00.000Z  75   97.8 //
2012-02-16T00:40:00.000Z  75   85.3 //
2012-02-16T00:45:00.000Z  75   90.7 //
2012-02-16T00:56:00.000Z  50   81.5 //
2012-02-16T01:01:19.000Z  50   82.4 //
2012-02-16T01:01:29.000Z  75   80.7 //
2012-02-16T01:09:29.000Z  75   80.7 //
2012-02-16T02:08:00.000Z  20   83.2 //
2012-02-16T02:14:00.000Z  45   83.5 //
2012-02-16T02:15:00.000Z  45   98.3 //
2012-02-16T18:45:00.000Z  90   82.1 //
2012-02-16T19:00:00.000Z  90   95.5 //
2012-02-16T19:22:30.000Z  90  127.6 //
2012-02-16T19:37:30.000Z  90  114.8 //
2012-02-16T20:30:00.000Z  95  117.1 //
2012-02-16T20:37:30.000Z  90   84.3 //
2012-02-16T21:15:00.000Z  90  116.8 //
2012-02-16T21:22:30.000Z  95  112.0 //
2012-02-16T21:30:00.000Z  90  116.0 //
2012-02-16T21:37:30.000Z  95  115.0 //
2012-02-16T23:07:30.000Z  90  111.2 //
2012-02-16T23:22:30.000Z  70  119.2 //
2012-02-16T23:30:00.000Z  70  113.0 //
2012-02-16T23:52:30.000Z  90  121.8 //
2012-02-17T00:00:00.000Z  90  124.4 //
2012-02-17T00:07:30.000Z  90  122.8 //
2012-02-17T00:15:02.000Z  80   90.7 //
2012-02-17T00:16:02.000Z  80  123.9 //
2012-02-17T00:18:02.000Z  60  131.0 //
2012-02-17T00:19:02.000Z  80  126.0 //
2012-02-17T00:20:02.000Z  20  127.6 //
2012-02-17T00:21:02.000Z  40  128.8 //
2012-02-17T00:24:02.000Z  80  129.2 //
2012-02-17T00:26:02.000Z  80  129.1 //
2012-02-17T00:28:02.000Z  70  132.9 //
2012-02-17T00:28:12.000Z  90  113.3 //
2012-02-17T00:30:00.000Z  90  130.0 //
2012-02-17T00:37:30.000Z  90  115.0 //
2012-02-17T00:45:00.000Z  50  125.3 //
2012-02-17T00:52:30.000Z  70  116.8 //
2012-02-17T02:01:02.000Z  60   93.3 //
2012-02-17T02:02:02.000Z  80   87.7 //
2012-02-17T02:05:02.000Z  80   89.9 //
2012-02-17T02:06:02.000Z  20   80.1 //
2012-02-17T02:15:00.000Z  40   92.7 //
2012-02-17T02:20:00.000Z  60   89.8 //
2012-02-17T17:22:30.000Z  70  106.5 //
2012-02-17T17:37:30.000Z  20  112.5 //
2012-02-17T17:45:00.000Z  60  110.0 //
2012-02-17T17:52:30.000Z  70  118.0 //
2012-02-17T18:00:00.000Z  40  120.0 //
2012-02-17T18:07:30.000Z  80  117.0 //
2012-02-17T18:15:00.000Z  80  111.0 //
2012-02-17T18:22:30.000Z  80  110.0 //
2012-02-17T18:30:00.000Z  40  130.0 //
2012-02-17T18:37:30.000Z  70  111.0 //
2012-02-17T18:45:00.000Z  60  108.0 //
2012-02-17T18:52:30.000Z  70  105.9 //
2012-02-17T19:00:00.000Z  60  124.0 //
2012-02-17T19:07:30.000Z  60  107.0 //
2012-02-17T19:15:00.000Z  90  113.0 //
2012-02-17T19:22:30.000Z  40  108.6 //
2012-02-17T19:30:00.000Z   0  106.0 //
2012-02-17T19:37:30.000Z  80  108.0 //
2012-02-17T19:45:00.000Z  80  104.2 //
2012-02-17T19:52:30.000Z  80  109.4 //
2012-02-17T20:00:00.000Z   0  105.0 //
2012-02-17T20:07:30.000Z  40  108.8 //
2012-02-17T20:15:00.000Z  80  120.0 //
2012-02-17T20:22:30.000Z  80  117.0 //
2012-02-17T20:30:00.000Z  60  105.0 //
2012-02-17T20:37:30.000Z  60  118.0 //
2012-02-17T20:45:00.000Z  80  117.0 //
2012-02-17T20:52:30.000Z  40  116.0 //
2012-02-17T21:00:00.000Z  60  114.0 //
2012-02-17T21:07:30.000Z  60  112.4 //
2012-02-17T21:15:00.000Z  60  115.0 //
2012-02-17T21:22:30.000Z  40  115.0 //
2012-02-17T21:30:00.000Z  90  106.7 //
2012-02-17T21:37:30.000Z  40  114.0 //
2012-02-17T21:45:00.000Z  90  112.7 //
2012-02-17T21:52:30.000Z   0  111.2 //
2012-02-17T22:00:00.000Z  20  110.8 //
2012-02-17T22:07:30.000Z  60  112.4 //
2012-02-17T22:15:00.000Z  90  112.9 //
2012-02-17T22:22:30.000Z  90  107.9 //
2012-02-17T22:30:00.000Z  90  110.7 //
2012-02-17T22:37:30.000Z  90  113.0 //
2012-02-17T22:45:00.000Z  70  111.7 //
2012-02-17T22:52:30.000Z  90  110.7 //
2012-02-17T23:00:00.000Z  90  110.8 //
2012-02-17T23:07:30.000Z  90  107.5 //
2012-02-17T23:15:00.000Z  90  111.6 //
2012-02-17T23:22:30.000Z   0  106.0 //
2012-02-17T23:30:00.000Z  80  104.6 //
2012-02-17T23:37:30.000Z  90  110.0 //
2012-02-17T23:45:00.000Z  70  111.0 //
2012-02-17T23:52:30.000Z  60   98.1 //
2012-02-18T00:07:30.000Z  60   98.2 //
2012-02-18T00:15:00.000Z  60  113.0 //
2012-02-18T00:30:00.000Z  60  118.0 //
2012-02-18T00:45:00.000Z  90  119.5 //
2012-02-18T00:52:30.000Z  60   82.5 //
2012-02-18T01:08:00.000Z  60  132.4 //
2012-02-18T01:10:00.000Z   0  134.0 //
2012-02-18T01:12:00.000Z  80  128.5 //
2012-02-18T01:19:30.000Z  40  132.5 //
2012-02-18T01:20:30.000Z  60   96.8 //
2012-02-18T01:21:00.000Z  60  132.5 //
2012-02-18T01:26:00.000Z  40  130.0 //
2012-02-18T01:58:00.000Z  40   93.6 //
2012-02-18T02:01:30.000Z  65   97.4 //
2012-02-18T18:37:30.000Z  90  120.4 //
2012-02-18T19:00:00.000Z  80  105.2 //
2012-02-18T19:15:00.000Z  80  120.6 //
2012-02-18T19:22:30.000Z   0  125.0 //
2012-02-18T19:30:00.000Z  90  121.0 //
2012-02-18T19:45:00.000Z  90  119.2 //
2012-02-18T19:52:30.000Z   0  105.1 //
2012-02-18T20:00:00.000Z  90  119.4 //
2012-02-18T20:07:30.000Z  90  122.0 //
2012-02-18T21:07:30.000Z  70  118.9 //
2012-02-18T21:15:00.000Z  45  107.4 //
2012-02-18T21:22:30.000Z  90  119.0 //
2012-02-18T23:00:00.000Z  90   83.8 //
2012-02-19T00:30:00.000Z  65  115.6 //
2012-02-19T01:07:30.000Z  70   83.6 //
2012-02-19T01:15:00.000Z  75   82.7 //
2012-02-19T01:35:00.000Z  80   87.5 //
2012-02-19T17:15:00.000Z  60  109.9 //
2012-02-19T17:30:00.000Z  40  108.0 //
2012-02-19T17:37:30.000Z  80  106.1 //
2012-02-19T17:45:00.000Z  70  117.0 //
2012-02-19T17:52:30.000Z  80   92.5 //
2012-02-19T18:00:00.000Z  20  111.0 //
2012-02-19T18:15:00.000Z  70   99.0 //
2012-02-19T18:22:30.000Z  60  103.3 //
2012-02-19T18:30:00.000Z  90  108.0 //
2012-02-19T18:37:30.000Z  60  109.4 //
2012-02-19T18:45:00.000Z  80  104.0 //
2012-02-19T18:52:30.000Z  80  106.3 //
2012-02-19T19:00:00.000Z  80  106.0 //
2012-02-19T19:07:30.000Z  60  105.8 //
2012-02-19T19:15:00.000Z  80  106.4 //
2012-02-19T19:22:30.000Z  40  110.0 //
2012-02-19T19:30:00.000Z  60  108.0 //
2012-02-19T19:37:30.000Z  70  108.0 //
2012-02-19T19:45:00.000Z  65  104.0 //
2012-02-19T19:52:30.000Z   0  112.2 //
2012-02-19T20:00:00.000Z  80  107.0 //
2012-02-19T20:07:30.000Z  20  106.0 //
2012-02-19T20:15:00.000Z  80  108.0 //
2012-02-19T20:22:30.000Z  80  109.0 //
2012-02-19T20:30:00.000Z  80   95.4 //
2012-02-19T20:37:30.000Z  60  101.6 //
2012-02-19T20:45:00.000Z  60  105.0 //
2012-02-19T20:52:30.000Z  80  103.0 //
2012-02-19T21:00:00.000Z  40  104.7 //
2012-02-19T21:15:00.000Z  80  106.8 //
2012-02-19T21:22:30.000Z  80  106.0 //
2012-02-19T21:30:00.000Z  80  106.0 //
2012-02-19T21:37:30.000Z  80  106.0 //
2012-02-19T21:45:00.000Z  80  105.0 //
2012-02-19T21:52:30.000Z  80  105.0 //
2012-02-19T22:00:00.000Z  80  106.0 //
2012-02-19T22:07:30.000Z  75  103.0 //
2012-02-19T22:15:00.000Z  80  103.0 //
2012-02-19T22:22:30.000Z  70  104.0 //
2012-02-19T22:30:00.000Z  60  106.0 //
2012-02-19T22:37:30.000Z  60  105.6 //
2012-02-19T22:45:00.000Z  80  102.2 //
2012-02-19T22:52:30.000Z  20  109.0 //
2012-02-19T23:00:00.000Z  60   99.6 //
2012-02-19T23:07:30.000Z  70  115.0 //
2012-02-19T23:15:00.000Z  70  112.0 //
2012-02-19T23:30:00.000Z  90  107.0 //
2012-02-19T23:37:30.000Z  70  104.3 //
2012-02-19T23:45:00.000Z  60  101.1 //
2012-02-19T23:52:30.000Z  70  102.0 //
2012-02-20T00:00:00.000Z  80  101.3 //
2012-02-20T00:07:30.000Z  90  103.4 //
2012-02-20T00:37:30.000Z  90  111.0 //
2012-02-20T00:52:30.000Z   0   99.1 //
2012-02-20T01:00:00.000Z  60  110.0 //
2012-02-20T01:07:30.000Z  40  111.0 //
2012-02-20T01:15:00.000Z  40  118.0 //
2012-02-20T01:22:30.000Z  70  116.0 //
2012-02-20T01:30:00.000Z  70  117.0 //
2012-02-20T01:37:30.000Z  70  117.4 //
2012-02-20T01:45:00.000Z  60  121.0 //
2012-02-20T02:00:00.000Z  40  142.0 //
2012-02-20T02:15:00.000Z  80  100.0 //
2012-02-20T18:45:00.000Z  45  116.3 //
2012-02-20T19:05:00.000Z  65   95.5 //
2012-02-20T20:52:30.000Z   0   98.0 //
2012-02-20T21:07:30.000Z   0  112.5 //
2012-02-20T21:15:00.000Z  85   95.4 //
2012-02-20T21:37:30.000Z  90  113.0 //
2012-02-21T00:37:30.000Z  80  120.0 //
2012-02-21T02:00:00.000Z  75   85.9 //
2012-02-21T17:15:00.000Z  70  111.3 //
2012-02-21T17:22:30.000Z  50  118.0 //
2012-02-21T17:30:00.000Z  40  125.0 //
2012-02-21T17:37:30.000Z  80  119.0 //
2012-02-21T18:07:30.000Z  90  114.1 //
2012-02-21T18:15:00.000Z  80  112.0 //
2012-02-21T18:22:30.000Z  80  102.2 //
2012-02-21T18:30:00.000Z  80  107.0 //
2012-02-21T18:37:30.000Z  80  110.9 //
2012-02-21T18:45:00.000Z  80  107.0 //
2012-02-21T18:52:30.000Z  40  108.0 //
2012-02-21T19:00:00.000Z  90  111.0 //
2012-02-21T19:07:30.000Z  60  105.7 //
2012-02-21T19:15:00.000Z  90  111.5 //
2012-02-21T19:22:30.000Z  80  107.0 //
2012-02-21T19:30:00.000Z  80  113.0 //
2012-02-21T19:37:30.000Z  60  112.2 //
2012-02-21T19:45:00.000Z   0  110.0 //
2012-02-21T19:52:30.000Z  90  105.9 //
2012-02-21T20:00:00.000Z  90  110.1 //
2012-02-21T20:07:30.000Z  70  108.5 //
2012-02-21T20:15:00.000Z  60  111.0 //
2012-02-21T20:30:00.000Z  60  111.0 //
2012-02-21T20:37:30.000Z  90   98.0 //
2012-02-21T20:45:00.000Z  90   97.2 //
2012-02-21T20:52:30.000Z  40  115.0 //
2012-02-21T21:15:00.000Z  90  109.6 //
2012-02-21T21:22:30.000Z  90  110.0 //
2012-02-21T21:37:30.000Z  80  108.8 //
2012-02-21T21:45:00.000Z  60  109.0 //
2012-02-21T21:52:30.000Z  90  109.4 //
2012-02-21T22:00:00.000Z  65  102.0 //
2012-02-21T22:07:30.000Z  90  105.0 //
2012-02-21T22:15:00.000Z  70  102.7 //
2012-02-21T22:22:30.000Z  40  110.7 //
2012-02-21T22:30:00.000Z  80  100.0 //
2012-02-21T22:37:30.000Z  70  107.0 //
2012-02-21T22:45:00.000Z  90  109.0 //
2012-02-21T22:52:30.000Z  80  101.2 //
2012-02-21T23:00:00.000Z  60   99.0 //
2012-02-21T23:07:18.000Z  60  106.2 //
2012-02-21T23:15:00.000Z  80  108.0 //
2012-02-21T23:30:00.000Z  70  110.0 //
2012-02-21T23:37:30.000Z  90  110.8 //
2012-02-21T23:45:00.000Z  70  113.6 //
2012-02-22T00:30:00.000Z  85   81.3 //
2012-02-22T01:15:00.000Z  20   82.5 //
2012-02-22T17:07:30.000Z  60  119.7 //
2012-02-22T17:15:00.000Z  70  127.7 //
2012-02-22T17:22:30.000Z  70  119.0 //
2012-02-22T17:30:00.000Z  60  121.1 //
2012-02-22T17:37:30.000Z  60  116.0 //
2012-02-22T17:45:00.000Z  80  113.6 //
2012-02-22T17:52:30.000Z  80  109.7 //
