# Global Ionospheric Radio Observatory
# GIRO Tabulated Ionospheric Characteristics, Version 1.0 Revision B
# Generated by DIDBGetValues on 2023-11-07T00:41:09.117Z
#
# Location: GEO 62.38N 215.0E, URSI-Code GA762 GAKONA
# Instrument: Ionosonde, Model: DPS-4D
#
# Query for measurement intervals of time:
# 2012-01-01T21:00:00.000Z - 2012-12-31T03:00:00.000Z
#
# Data Selection:
# CS is Autoscaling Confidence Score (from 0 to 100, 999 if manual scaling, -1 if unknown)
# hE [km] - Minimum virtual height of E trace
#
# All GIRO measurements are released under CC-BY-NC-SA 4.0 license
# Please follow the Lowell GIRO Data Center RULES OF THE ROAD
# https://ulcar.uml.edu/DIDBase/RulesOfTheRoadForDIDBase.htm
# Requires acknowledgement of GA762 data provider
#
#Time                     CS     hE QD
2012-06-22T00:37:30.000Z  95   97.0 //
2012-06-22T00:45:00.000Z  80   99.0 //
2012-06-22T00:52:30.000Z  95   98.4 //
2012-06-22T01:00:00.000Z  90   97.0 //
2012-06-22T01:07:30.000Z  90   97.0 //
2012-06-22T01:15:00.000Z  90   93.9 //
2012-06-22T01:22:30.000Z  90   96.0 //
2012-06-22T01:30:00.000Z  90   98.0 //
2012-06-22T01:37:30.000Z  80   98.0 //
2012-06-22T01:45:00.000Z  90   96.0 //
2012-06-22T02:00:00.000Z  90   96.0 //
2012-06-22T02:07:30.000Z  90  100.0 //
2012-06-22T02:30:00.000Z  90   98.0 //
2012-06-22T02:37:30.000Z  90   97.0 //
2012-06-22T02:45:00.000Z  80   98.0 //
2012-06-22T02:52:30.000Z  80   97.0 //
2012-06-22T03:00:00.000Z  80   95.7 //
2012-06-22T03:07:30.000Z  90   97.9 //
2012-06-22T03:15:00.000Z  50   99.0 //
2012-06-22T03:22:30.000Z  90   98.9 //
2012-06-22T03:30:00.000Z  70   98.6 //
2012-06-22T03:37:30.000Z  80   96.4 //
2012-06-22T03:45:00.000Z  80   98.0 //
2012-06-22T03:52:30.000Z  80   99.0 //
2012-06-22T04:00:00.000Z  80   95.4 //
2012-06-22T04:07:30.000Z  80   99.4 //
2012-06-22T04:15:00.000Z  40  100.0 //
2012-06-22T04:22:30.000Z  60  100.0 //
2012-06-22T04:30:00.000Z  70   99.0 //
2012-06-22T04:37:30.000Z  70   97.9 //
2012-06-22T04:45:00.000Z   0  107.2 //
2012-06-22T04:52:30.000Z  80  110.9 //
2012-06-22T05:00:00.000Z  80  109.4 //
2012-06-22T05:07:30.000Z  80  112.0 //
2012-06-22T05:15:00.000Z  80  118.0 //
2012-06-22T05:22:30.000Z  80  118.3 //
2012-06-22T05:30:00.000Z  80  121.8 //
2012-06-22T05:37:30.000Z  60  122.0 //
2012-06-22T05:45:00.000Z  70  119.2 //
2012-06-22T05:52:30.000Z  40  120.0 //
2012-06-22T06:00:00.000Z  80  118.0 //
2012-06-22T06:07:30.000Z  80  117.0 //
2012-06-22T06:15:00.000Z  80  116.0 //
2012-06-22T06:22:30.000Z  40  121.0 //
2012-06-22T06:30:00.000Z   0  120.0 //
2012-06-22T06:37:30.000Z  80  116.0 //
2012-06-22T06:45:00.000Z  80  118.0 //
2012-06-22T06:52:30.000Z  80  116.0 //
2012-06-22T07:00:00.000Z  60  115.7 //
2012-06-22T07:07:30.000Z  60  118.5 //
2012-06-22T07:15:00.000Z  40  114.0 //
2012-06-22T07:22:30.000Z  70  112.8 //
2012-06-22T07:30:00.000Z  80  115.0 //
2012-06-22T11:07:30.000Z  60  108.1 //
2012-06-22T11:30:00.000Z  70  102.0 //
2012-06-22T12:07:30.000Z  70   95.9 //
2012-06-22T12:15:00.000Z  40   92.9 //
2012-06-22T12:22:30.000Z  70   91.5 //
2012-06-22T12:30:00.000Z  70   93.2 //
2012-06-22T12:37:30.000Z  70   98.0 //
2012-06-22T12:45:00.000Z  65   93.0 //
2012-06-22T12:52:30.000Z  40   94.0 //
2012-06-22T13:00:00.000Z  80   92.1 //
2012-06-22T13:07:30.000Z  40   94.0 //
2012-06-22T13:15:00.000Z   0   93.0 //
2012-06-22T13:22:30.000Z   0   92.1 //
2012-06-22T13:30:00.000Z  70   95.3 //
2012-06-22T13:37:30.000Z   0   93.8 //
2012-06-22T13:45:00.000Z  80   91.4 //
2012-06-22T13:52:30.000Z  60   85.6 //
2012-06-22T14:00:00.000Z  95   88.7 //
2012-06-22T16:07:30.000Z  60  103.0 //
2012-06-22T16:15:00.000Z  80  102.0 //
2012-06-22T16:22:30.000Z  70   95.5 //
2012-06-22T17:15:00.000Z  80   95.9 //
2012-06-22T17:22:30.000Z  90   95.8 //
2012-06-22T17:30:00.000Z  90   94.0 //
2012-06-22T17:37:30.000Z  80   95.0 //
2012-06-22T17:45:00.000Z  80   96.0 //
2012-06-22T17:52:30.000Z  90   93.0 //
2012-06-22T18:07:30.000Z  80   91.6 //
2012-06-22T18:15:00.000Z  60   92.0 //
2012-06-22T18:22:30.000Z  80   93.0 //
2012-06-22T18:30:00.000Z  80   94.0 //
2012-06-22T18:45:00.000Z  40   93.3 //
2012-06-22T18:52:30.000Z  80   94.0 //
2012-06-22T19:07:30.000Z  80   93.4 //
2012-06-22T19:15:00.000Z  90   93.4 //
2012-06-22T19:22:30.000Z  80   93.4 //
2012-06-22T19:30:00.000Z  80   93.0 //
2012-06-22T19:37:30.000Z  90   92.8 //
2012-06-22T19:45:00.000Z  80   92.0 //
2012-06-22T19:52:30.000Z  80   92.0 //
2012-06-22T20:00:00.000Z  80   93.4 //
2012-06-22T20:07:30.000Z  60   94.0 //
2012-06-22T20:15:00.000Z  80   95.0 //
2012-06-22T20:22:30.000Z  80   94.0 //
2012-06-22T20:30:00.000Z  80   96.0 //
2012-06-22T20:45:00.000Z  80   94.0 //
2012-06-22T20:52:30.000Z  80   94.0 //
2012-06-22T21:00:00.000Z  80   94.0 //
2012-06-22T21:07:30.000Z  80   92.9 //
2012-06-22T21:22:30.000Z  80   95.9 //
2012-06-22T21:30:00.000Z  80   91.7 //
2012-06-22T21:37:30.000Z  40   94.2 //
2012-06-22T21:45:00.000Z  80   94.0 //
2012-06-22T21:52:30.000Z  90   93.0 //
2012-06-22T22:00:00.000Z  80   98.0 //
2012-06-22T22:07:30.000Z  90   94.2 //
2012-06-22T22:15:00.000Z  70   96.0 //
2012-06-22T22:22:30.000Z  95   95.0 //
2012-06-22T22:30:00.000Z  90   97.0 //
2012-06-22T22:37:30.000Z  95   98.3 //
2012-06-22T22:45:00.000Z  90   95.0 //
2012-06-22T22:52:30.000Z  90   91.0 //
2012-06-22T23:00:00.000Z  90   92.8 //
2012-06-22T23:07:30.000Z  90   93.6 //
2012-06-22T23:15:00.000Z  90   92.0 //
2012-06-22T23:22:30.000Z  95   93.3 //
2012-06-22T23:30:00.000Z  90   96.0 //
2012-06-22T23:37:30.000Z 100   93.7 //
2012-06-22T23:45:00.000Z  95   93.5 //
2012-06-22T23:52:30.000Z  90   93.7 //
2012-06-23T00:07:30.000Z  90   96.4 //
2012-06-23T00:15:00.000Z  95   97.0 //
2012-06-23T00:22:30.000Z  95   96.0 //
2012-06-23T00:30:00.000Z  90   94.3 //
2012-06-23T00:37:30.000Z  40   98.2 //
2012-06-23T00:45:00.000Z  90   98.0 //
2012-06-23T00:52:30.000Z  90   94.0 //
2012-06-23T01:00:00.000Z  40   96.0 //
2012-06-23T01:07:30.000Z  60   94.0 //
2012-06-23T01:15:00.000Z  90   91.0 //
2012-06-23T01:22:30.000Z  70   96.5 //
2012-06-23T01:30:00.000Z  60   96.0 //
2012-06-23T01:37:30.000Z  90   97.9 //
2012-06-23T01:45:00.000Z  40   94.4 //
2012-06-23T01:52:30.000Z  90   93.9 //
2012-06-23T02:00:00.000Z  90   96.0 //
2012-06-23T02:07:30.000Z  90   97.0 //
2012-06-23T02:15:00.000Z  90   98.0 //
2012-06-23T02:22:30.000Z  90   95.0 //
2012-06-23T02:30:00.000Z  80   95.0 //
2012-06-23T02:37:30.000Z  80   95.0 //
2012-06-23T02:45:00.000Z  90   93.4 //
2012-06-23T02:52:30.000Z  90   94.6 //
2012-06-23T03:00:00.000Z  80   96.4 //
2012-06-23T03:07:30.000Z  90   97.0 //
2012-06-23T03:15:00.000Z  70   96.2 //
2012-06-23T03:22:30.000Z  90   96.0 //
2012-06-23T03:30:00.000Z  80  105.0 //
2012-06-23T03:37:30.000Z  90   96.0 //
2012-06-23T03:45:00.000Z  80   98.0 //
2012-06-23T03:52:30.000Z  90  102.1 //
2012-06-23T04:00:00.000Z  90   96.0 //
2012-06-23T04:07:30.000Z  80  103.8 //
2012-06-23T04:15:00.000Z  40  102.0 //
2012-06-23T04:22:30.000Z  60  104.0 //
2012-06-23T04:30:00.000Z  40   96.9 //
2012-06-23T04:37:30.000Z  80   96.0 //
2012-06-23T04:45:00.000Z   0  110.0 //
2012-06-23T05:00:00.000Z  60   90.6 //
2012-06-23T05:07:30.000Z  20  113.0 //
2012-06-23T05:15:00.000Z  70  112.0 //
2012-06-23T05:22:30.000Z  40  114.0 //
2012-06-23T05:30:00.000Z  80  112.0 //
2012-06-23T05:37:30.000Z  80   99.0 //
2012-06-23T05:45:00.000Z  70   98.0 //
2012-06-23T05:52:30.000Z  80  118.6 //
2012-06-23T06:00:00.000Z  60  121.0 //
2012-06-23T06:07:30.000Z  80  126.0 //
2012-06-23T06:15:00.000Z  70  107.1 //
2012-06-23T06:22:30.000Z  80  138.0 //
2012-06-23T06:30:00.000Z  70  138.0 //
2012-06-23T06:37:30.000Z  70  131.2 //
2012-06-23T06:45:00.000Z  40  124.1 //
2012-06-23T06:52:30.000Z  80  133.0 //
2012-06-23T07:00:00.000Z  70  125.0 //
2012-06-23T07:07:30.000Z  20  150.0 //
2012-06-23T07:15:00.000Z  70  133.0 //
2012-06-23T07:22:30.000Z  40  143.0 //
2012-06-23T11:22:30.000Z  60   98.4 //
2012-06-23T11:30:00.000Z  70  101.0 //
2012-06-23T11:37:30.000Z  55   99.6 //
2012-06-23T12:00:00.000Z  40   99.4 //
2012-06-23T12:07:30.000Z  60   97.5 //
2012-06-23T12:22:30.000Z  20   96.3 //
2012-06-23T12:30:00.000Z  40   92.0 //
2012-06-23T12:37:30.000Z  40   94.0 //
2012-06-23T12:45:00.000Z  20   96.0 //
2012-06-23T12:52:30.000Z  40   90.5 //
2012-06-23T13:00:00.000Z  50   93.0 //
2012-06-23T13:07:30.000Z  70   89.9 //
2012-06-23T13:15:00.000Z  60   91.0 //
2012-06-23T13:22:30.000Z  40   95.3 //
2012-06-23T13:30:00.000Z  70   92.0 //
2012-06-23T13:37:30.000Z  40   90.2 //
2012-06-23T13:45:00.000Z  70   93.0 //
2012-06-23T13:52:30.000Z  70   93.0 //
2012-06-23T14:00:00.000Z  70   94.0 //
2012-06-23T14:07:30.000Z  70   95.0 //
2012-06-23T14:15:00.000Z  40  107.0 //
2012-06-23T14:22:30.000Z  70   93.3 //
2012-06-23T14:30:00.000Z  60  100.7 //
2012-06-23T14:37:30.000Z  40   95.3 //
2012-06-23T14:45:00.000Z  70  100.8 //
2012-06-23T14:52:30.000Z  70  107.2 //
2012-06-23T15:00:00.000Z  70   98.0 //
2012-06-23T15:07:30.000Z  70   98.4 //
2012-06-23T15:15:00.000Z   0   95.0 //
2012-06-23T15:22:30.000Z  40   97.5 //
2012-06-23T15:37:30.000Z  70  100.6 //
2012-06-23T15:45:00.000Z  40   99.0 //
2012-06-23T15:52:30.000Z  60  101.0 //
2012-06-23T16:00:00.000Z  70   96.9 //
2012-06-23T16:07:30.000Z  60   99.0 //
2012-06-23T16:15:00.000Z  80   98.1 //
2012-06-23T16:22:30.000Z  80   99.0 //
2012-06-23T16:30:00.000Z  70   97.0 //
2012-06-23T16:37:30.000Z  80   97.0 //
2012-06-23T16:45:00.000Z  60   95.4 //
2012-06-23T16:52:30.000Z  80   96.0 //
2012-06-23T17:00:00.000Z  80   94.5 //
2012-06-23T17:07:30.000Z  80   93.7 //
2012-06-23T17:15:00.000Z  90   94.0 //
2012-06-23T17:22:30.000Z  80   94.8 //
2012-06-23T17:30:00.000Z  80   96.0 //
2012-06-23T17:37:30.000Z  80   96.0 //
2012-06-23T17:45:00.000Z  80   94.9 //
2012-06-23T17:52:30.000Z  90   92.3 //
2012-06-23T18:00:00.000Z  80   90.5 //
2012-06-23T18:07:30.000Z  90   89.0 //
2012-06-23T18:15:00.000Z  80   88.4 //
2012-06-23T18:22:30.000Z  70   89.2 //
2012-06-23T18:30:00.000Z  90   96.4 //
2012-06-23T18:37:30.000Z  80   97.0 //
2012-06-23T18:45:00.000Z  90   93.5 //
2012-06-23T18:52:30.000Z  90   89.8 //
2012-06-23T19:00:00.000Z  75   95.0 //
2012-06-23T19:07:30.000Z  75   93.7 //
2012-06-23T19:15:00.000Z  95   91.9 //
2012-06-23T19:22:30.000Z  85   95.0 //
2012-06-23T19:37:30.000Z  95   92.6 //
2012-06-23T19:45:00.000Z  90   94.5 //
2012-06-23T19:52:30.000Z  85   95.0 //
2012-06-23T20:00:00.000Z 100   93.0 //
2012-06-23T20:07:30.000Z  75   94.0 //
2012-06-23T20:15:00.000Z  90   93.0 //
2012-06-23T20:22:30.000Z  90   92.9 //
2012-06-23T20:30:00.000Z  65   89.9 //
2012-06-23T20:37:30.000Z  80   93.6 //
2012-06-23T20:45:00.000Z  90   94.3 //
2012-06-23T20:52:30.000Z  85   93.0 //
2012-06-23T21:00:00.000Z 100   93.0 //
2012-06-23T21:15:00.000Z  95   92.0 //
2012-06-23T21:22:30.000Z  65   96.0 //
2012-06-23T21:30:00.000Z  80   93.7 //
2012-06-23T21:37:30.000Z  80   96.0 //
2012-06-23T21:45:00.000Z  80   93.7 //
2012-06-23T21:52:30.000Z  80   94.0 //
2012-06-23T22:00:00.000Z  90   94.0 //
2012-06-23T22:07:30.000Z  90   93.0 //
2012-06-23T22:15:00.000Z  80   94.0 //
2012-06-23T22:22:30.000Z  80   94.0 //
2012-06-23T22:30:00.000Z  80   92.0 //
2012-06-23T22:37:30.000Z  80   93.0 //
2012-06-23T22:45:00.000Z  80   94.8 //
2012-06-23T22:52:30.000Z  80   92.0 //
2012-06-23T23:00:00.000Z  80   95.0 //
2012-06-23T23:07:30.000Z  70   92.1 //
2012-06-23T23:15:00.000Z  80   99.0 //
2012-06-23T23:22:30.000Z  80   97.0 //
2012-06-23T23:30:00.000Z  80   98.0 //
2012-06-23T23:37:30.000Z  40   99.0 //
2012-06-23T23:52:30.000Z  80   98.0 //
2012-06-24T00:00:00.000Z  80   97.0 //
2012-06-24T00:07:30.000Z  80   97.8 //
2012-06-24T00:15:00.000Z  80   96.0 //
2012-06-24T00:22:30.000Z  80   97.0 //
2012-06-24T00:30:00.000Z  60   97.0 //
2012-06-24T00:37:30.000Z  80   97.0 //
2012-06-24T00:45:00.000Z  80   96.0 //
2012-06-24T00:52:30.000Z  90   93.9 //
2012-06-24T01:00:00.000Z  80   95.4 //
2012-06-24T01:07:30.000Z  80   95.8 //
2012-06-24T01:15:00.000Z  80   93.9 //
2012-06-24T01:22:30.000Z  80   95.0 //
2012-06-24T01:30:00.000Z  90   96.0 //
2012-06-24T01:37:30.000Z  80   96.0 //
2012-06-24T01:45:00.000Z  80   95.0 //
2012-06-24T01:52:30.000Z  80   96.0 //
2012-06-24T02:00:00.000Z  80   94.0 //
2012-06-24T02:07:30.000Z  60   95.0 //
2012-06-24T02:15:00.000Z  80   93.2 //
2012-06-24T02:22:30.000Z  70   95.0 //
2012-06-24T02:30:00.000Z  60   93.0 //
2012-06-24T02:37:30.000Z  80   95.9 //
2012-06-24T02:45:00.000Z  80   99.0 //
2012-06-24T02:52:30.000Z  90   97.0 //
2012-06-24T03:00:00.000Z  80   97.0 //
2012-06-24T03:07:30.000Z  90   95.0 //
2012-06-24T03:15:00.000Z  80   96.4 //
2012-06-24T03:22:30.000Z  80   94.8 //
2012-06-24T03:30:00.000Z  80   97.0 //
2012-06-24T03:37:30.000Z  60  102.0 //
2012-06-24T03:45:00.000Z  40  104.0 //
2012-06-24T03:52:30.000Z  80  104.9 //
2012-06-24T04:00:00.000Z  40  112.0 //
2012-06-24T04:07:30.000Z  60  104.0 //
2012-06-24T04:15:00.000Z  60  116.0 //
2012-06-24T04:22:30.000Z  70  107.0 //
2012-06-24T04:37:30.000Z  60  110.0 //
2012-06-24T04:45:00.000Z  60  110.6 //
2012-06-24T04:52:30.000Z  80  110.0 //
2012-06-24T05:00:00.000Z  70  112.6 //
2012-06-24T05:07:30.000Z  70  111.0 //
2012-06-24T05:15:00.000Z  70  110.4 //
2012-06-24T05:22:30.000Z  80  113.0 //
2012-06-24T05:30:00.000Z  80  112.0 //
2012-06-24T05:37:30.000Z  80  115.0 //
2012-06-24T05:45:00.000Z  80  114.6 //
2012-06-24T05:52:30.000Z  80  113.0 //
2012-06-24T06:00:00.000Z  60  122.0 //
2012-06-24T06:07:30.000Z  80  118.0 //
2012-06-24T06:15:00.000Z  60  113.0 //
2012-06-24T06:22:30.000Z  80  112.4 //
2012-06-24T06:37:30.000Z  80  114.0 //
2012-06-24T06:45:00.000Z  80  112.0 //
2012-06-24T06:52:30.000Z  80  116.7 //
2012-06-24T07:00:00.000Z  80  118.0 //
2012-06-24T07:07:30.000Z  80  121.4 //
2012-06-24T07:15:00.000Z  80  125.0 //
2012-06-24T07:22:30.000Z  70  120.1 //
2012-06-24T07:30:00.000Z   0  121.0 //
2012-06-24T11:22:30.000Z  70  120.0 //
2012-06-24T12:22:30.000Z  70  126.0 //
2012-06-24T12:30:00.000Z  80  122.0 //
2012-06-24T12:37:30.000Z  80  117.2 //
2012-06-24T12:52:30.000Z  80  129.0 //
2012-06-24T13:22:30.000Z  90  126.0 //
2012-06-24T13:30:00.000Z  90  112.6 //
2012-06-24T13:37:30.000Z  90  130.0 //
2012-06-24T13:52:30.000Z  90  114.6 //
2012-06-24T14:00:00.000Z  90  110.4 //
2012-06-24T14:07:30.000Z  60  112.0 //
2012-06-24T14:15:00.000Z  90  110.0 //
2012-06-24T14:22:30.000Z  70  108.0 //
2012-06-24T14:30:00.000Z  80  107.0 //
2012-06-24T14:37:30.000Z  40  106.0 //
2012-06-24T14:45:00.000Z  80  105.0 //
2012-06-24T14:52:30.000Z  90  105.0 //
2012-06-24T15:00:00.000Z  60  108.0 //
2012-06-24T15:07:30.000Z  90   96.0 //
2012-06-24T15:15:00.000Z  95  101.0 //
2012-06-24T15:22:30.000Z  90  101.0 //
2012-06-24T15:30:00.000Z  90   96.6 //
2012-06-24T15:37:30.000Z  90   96.5 //
2012-06-24T15:45:00.000Z  60  101.0 //
2012-06-24T15:52:30.000Z  90  100.0 //
2012-06-24T16:00:00.000Z  90   95.5 //
2012-06-24T16:07:30.000Z  90  100.0 //
2012-06-24T16:15:00.000Z  95   98.5 //
2012-06-24T16:22:30.000Z  90   99.0 //
2012-06-24T16:30:00.000Z  95   88.0 //
2012-06-24T16:37:30.000Z  90   96.0 //
2012-06-24T16:45:00.000Z  80   98.5 //
2012-06-24T16:52:30.000Z  80  101.0 //
2012-06-24T17:00:00.000Z  75  100.0 //
2012-06-24T17:15:00.000Z  90   98.0 //
2012-06-24T17:22:30.000Z  60   98.0 //
2012-06-24T17:30:00.000Z  80   97.0 //
2012-06-24T17:37:30.000Z  60   99.0 //
2012-06-24T17:45:00.000Z  95   98.0 //
2012-06-24T17:52:30.000Z  45   97.5 //
2012-06-24T18:00:00.000Z  95   89.4 //
2012-06-24T18:07:30.000Z  90   96.2 //
2012-06-24T18:15:00.000Z  95   95.0 //
2012-06-24T18:22:30.000Z  95   97.0 //
2012-06-24T18:30:00.000Z  80   96.8 //
2012-06-24T18:37:30.000Z  80   95.6 //
2012-06-24T18:45:00.000Z  80   96.0 //
2012-06-24T18:52:30.000Z  80   91.6 //
2012-06-24T19:00:00.000Z  80   95.0 //
2012-06-24T19:07:30.000Z  90   92.7 //
2012-06-24T19:15:00.000Z  90   94.0 //
2012-06-24T19:30:00.000Z  90   92.3 //
2012-06-24T19:37:30.000Z  80   94.8 //
2012-06-24T19:45:00.000Z  90   96.0 //
2012-06-24T19:52:30.000Z  60   88.8 //
2012-06-24T20:00:00.000Z  70   94.6 //
2012-06-24T20:07:30.000Z  60   95.0 //
2012-06-24T20:15:00.000Z  90   95.0 //
2012-06-24T20:22:30.000Z  80   93.9 //
2012-06-24T20:30:00.000Z  90   90.9 //
2012-06-24T20:37:30.000Z  60   95.0 //
2012-06-24T20:52:30.000Z  85   88.7 //
2012-06-24T21:00:00.000Z  80   94.0 //
2012-06-24T21:07:30.000Z  85   95.0 //
2012-06-24T21:15:00.000Z  70   91.5 //
2012-06-24T21:22:30.000Z  90   94.3 //
2012-06-24T21:30:00.000Z  90   94.0 //
2012-06-24T21:37:30.000Z  90   95.0 //
2012-06-24T21:52:30.000Z  90   95.0 //
2012-06-24T22:00:00.000Z  90   92.0 //
2012-06-24T22:07:30.000Z  95   92.7 //
2012-06-24T22:15:00.000Z  80   88.3 //
2012-06-24T22:22:30.000Z  70   95.0 //
2012-06-24T22:30:00.000Z  95   92.2 //
2012-06-24T22:37:30.000Z  90   92.2 //
2012-06-24T22:45:00.000Z  95   93.1 //
2012-06-24T22:52:30.000Z  90   92.8 //
2012-06-24T23:00:00.000Z  90   91.9 //
2012-06-24T23:07:30.000Z  90   92.7 //
2012-06-24T23:15:00.000Z  95   92.7 //
2012-06-24T23:22:30.000Z  90   93.0 //
2012-06-24T23:30:00.000Z  90   94.0 //
2012-06-24T23:37:30.000Z  95   93.0 //
2012-06-24T23:52:30.000Z  75   97.0 //
2012-06-25T00:00:00.000Z  95   98.0 //
2012-06-25T00:07:30.000Z  90   95.0 //
2012-06-25T00:15:00.000Z  95   97.0 //
2012-06-25T00:22:30.000Z  95   98.0 //
2012-06-25T00:30:00.000Z  90   93.7 //
2012-06-25T00:37:30.000Z  95   96.6 //
2012-06-25T00:45:00.000Z  95   97.0 //
2012-06-25T00:52:30.000Z  95   98.0 //
2012-06-25T01:00:00.000Z  95   97.0 //
2012-06-25T01:07:30.000Z  90   95.0 //
2012-06-25T01:15:00.000Z  90   95.0 //
2012-06-25T01:22:30.000Z  90   98.0 //
2012-06-25T01:30:00.000Z  90   96.0 //
2012-06-25T01:37:30.000Z  90   99.0 //
2012-06-25T01:45:00.000Z  90   96.5 //
2012-06-25T01:52:30.000Z  90   99.0 //
2012-06-25T02:00:00.000Z  90   97.0 //
2012-06-25T02:07:30.000Z  90   96.6 //
2012-06-25T02:15:00.000Z  80  101.0 //
2012-06-25T02:22:30.000Z  60   98.6 //
2012-06-25T02:30:00.000Z  40  100.0 //
2012-06-25T02:37:30.000Z  80  101.0 //
2012-06-25T02:45:00.000Z  60  100.0 //
2012-06-25T02:52:30.000Z  80  100.0 //
2012-06-25T03:00:00.000Z  80   96.1 //
2012-06-25T03:07:30.000Z  80  102.0 //
2012-06-25T03:15:00.000Z   0  101.0 //
2012-06-25T03:22:30.000Z  40   99.0 //
2012-06-25T03:30:00.000Z  40  104.0 //
2012-06-25T03:37:30.000Z  70  104.0 //
2012-06-25T03:52:30.000Z  80  104.0 //
2012-06-25T04:00:00.000Z  60  105.4 //
2012-06-25T04:07:30.000Z  60  104.9 //
2012-06-25T04:15:00.000Z  80  105.0 //
2012-06-25T04:22:30.000Z  40  104.2 //
2012-06-25T04:30:00.000Z  70  101.7 //
2012-06-25T04:37:30.000Z  40  107.0 //
2012-06-25T04:52:30.000Z  80  107.0 //
2012-06-25T05:00:00.000Z  70  108.4 //
2012-06-25T05:07:30.000Z  40  105.5 //
2012-06-25T05:15:00.000Z  70  108.6 //
2012-06-25T05:22:30.000Z  80  110.0 //
2012-06-25T05:30:00.000Z  65  110.8 //
2012-06-25T05:37:30.000Z  60  117.0 //
2012-06-25T05:45:00.000Z  80  118.0 //
2012-06-25T05:52:30.000Z  80  114.0 //
2012-06-25T06:00:00.000Z  50  111.5 //
2012-06-25T06:07:30.000Z  70  114.0 //
2012-06-25T06:15:00.000Z  70  108.3 //
2012-06-25T06:22:30.000Z  40  116.0 //
2012-06-25T06:30:00.000Z  80  119.0 //
2012-06-25T06:37:30.000Z  40  131.0 //
2012-06-25T06:45:00.000Z  70  142.0 //
2012-06-25T07:00:00.000Z  70  148.8 //
2012-06-25T07:07:30.000Z  40  149.0 //
2012-06-25T12:00:00.000Z   0   98.6 //
2012-06-25T12:07:30.000Z   0   95.1 //
2012-06-25T12:22:30.000Z  20   95.6 //
2012-06-25T12:52:30.000Z  75   82.2 //
2012-06-25T13:00:00.000Z  75   87.6 //
2012-06-25T13:07:30.000Z  75   90.1 //
2012-06-25T13:15:00.000Z  75   85.8 //
2012-06-25T13:30:00.000Z  75   87.5 //
2012-06-25T13:37:30.000Z  75   85.2 //
2012-06-25T13:45:00.000Z  75   82.0 //
2012-06-25T14:00:00.000Z  75   82.5 //
2012-06-25T14:15:00.000Z  75   87.9 //
2012-06-25T14:22:30.000Z  65   89.0 //
2012-06-25T14:45:00.000Z  75   87.9 //
2012-06-25T14:52:30.000Z  40   90.3 //
2012-06-25T15:00:00.000Z  65   92.4 //
2012-06-25T15:15:00.000Z  60   88.8 //
2012-06-25T15:22:30.000Z  70   89.8 //
2012-06-25T15:30:00.000Z  70   94.6 //
2012-06-25T15:37:30.000Z  40   91.5 //
2012-06-25T15:45:00.000Z  70   92.5 //
2012-06-25T15:52:30.000Z  70   95.1 //
2012-06-25T16:00:00.000Z  70   94.6 //
2012-06-25T16:07:30.000Z  40   92.1 //
2012-06-25T16:15:00.000Z  70   91.0 //
2012-06-25T16:22:30.000Z  70   92.4 //
2012-06-25T16:30:00.000Z  40   90.0 //
2012-06-25T16:37:30.000Z  70   94.0 //
2012-06-25T16:45:00.000Z  20   90.9 //
2012-06-25T16:52:30.000Z  70   90.7 //
2012-06-25T17:00:00.000Z  70   90.9 //
2012-06-25T17:07:30.000Z  60   90.9 //
2012-06-25T17:15:00.000Z  60   90.6 //
2012-06-25T17:22:30.000Z  80   92.0 //
2012-06-25T17:30:00.000Z  40   93.0 //
2012-06-25T17:45:00.000Z  60   91.0 //
2012-06-25T17:52:30.000Z  60   93.0 //
2012-06-25T18:00:00.000Z  80   92.0 //
2012-06-25T18:07:30.000Z  80   90.1 //
2012-06-25T18:15:00.000Z  80   91.0 //
2012-06-25T18:22:30.000Z  60   90.1 //
2012-06-25T18:30:00.000Z  80   91.0 //
2012-06-25T18:37:30.000Z  60   93.0 //
2012-06-25T18:45:00.000Z  45   93.5 //
2012-06-25T18:52:30.000Z  75   95.0 //
2012-06-25T19:00:00.000Z  70   93.0 //
2012-06-25T19:07:30.000Z  45   92.0 //
2012-06-25T19:15:00.000Z  45   91.0 //
2012-06-25T19:30:00.000Z  65   88.8 //
2012-06-25T19:37:30.000Z  95   90.2 //
2012-06-25T19:45:00.000Z  60   91.9 //
2012-06-25T19:52:30.000Z  40   93.3 //
2012-06-25T20:00:00.000Z  95   89.3 //
2012-06-25T20:07:30.000Z  65   93.0 //
2012-06-25T20:15:00.000Z  50   93.0 //
2012-06-25T20:22:30.000Z  95   91.7 //
2012-06-25T20:30:00.000Z  45   95.1 //
2012-06-25T20:37:30.000Z  60   84.7 //
2012-06-25T20:45:00.000Z  70   90.7 //
2012-06-25T20:52:30.000Z  65   91.2 //
2012-06-25T21:00:00.000Z  75   93.0 //
2012-06-25T21:07:30.000Z  50   93.0 //
2012-06-25T21:15:00.000Z  75   92.8 //
2012-06-25T21:22:30.000Z  70   93.9 //
2012-06-25T21:30:00.000Z  70   95.0 //
2012-06-25T21:37:30.000Z  80   92.2 //
2012-06-25T21:45:00.000Z  70   92.0 //
2012-06-25T21:52:30.000Z  80   89.1 //
2012-06-25T22:00:00.000Z  80   93.2 //
2012-06-25T22:07:30.000Z  80   94.7 //
